#	 N_BLOCK:	ACCEPTANCE:
           1    0.678082
           2    0.678146
           3    0.678224
           4    0.678247
           5    0.678206
           6    0.678292
           7    0.678234
           8    0.678187
           9    0.678179
          10    0.678228
          11    0.678239
          12    0.678234
          13      0.6783
          14    0.678344
          15     0.67836
          16    0.678359
          17    0.678369
          18    0.678363
          19     0.67837
          20    0.678377
          21    0.678414
          22    0.678431
          23    0.678441
          24    0.678436
          25    0.678416
          26    0.678434
          27    0.678421
          28    0.678413
          29     0.67842
          30    0.678408
          31    0.678406
          32    0.678409
          33    0.678416
          34    0.678415
          35    0.678414
          36    0.678417
          37    0.678416
          38    0.678412
          39    0.678421
          40    0.678432
          41    0.678436
          42    0.678438
          43    0.678436
          44    0.678438
          45    0.678438
          46    0.678442
          47    0.678453
          48    0.678459
          49    0.678472
          50    0.678481
