#	 N_BLOCK:	ACCEPTANCE:
           1    0.237598
           2    0.238202
           3    0.238081
           4     0.23805
           5    0.237982
           6    0.237989
           7    0.238031
           8     0.23805
           9    0.238094
          10    0.238129
          11    0.238127
          12    0.238151
          13    0.238207
          14    0.238225
          15    0.238156
          16    0.238194
          17    0.238204
          18    0.238175
          19    0.238237
          20     0.23823
          21    0.238252
          22    0.238266
          23    0.238265
          24    0.238276
          25     0.23826
          26    0.238255
          27    0.238265
          28    0.238289
          29    0.238295
          30    0.238341
          31    0.238327
          32    0.238282
          33    0.238252
          34    0.238269
          35    0.238295
          36    0.238327
          37    0.238332
          38    0.238314
          39    0.238299
          40    0.238301
          41    0.238281
          42    0.238302
          43    0.238313
          44    0.238344
          45    0.238365
          46    0.238374
          47    0.238393
          48    0.238388
          49    0.238427
          50    0.238409
