#	 N_BLOCK:	ACCEPTANCE:
           1     0.28844
           2    0.288956
           3     0.28876
           4    0.288843
           5    0.288777
           6     0.28878
           7    0.288622
           8    0.288559
           9    0.288653
          10    0.288688
          11     0.28873
          12     0.28878
          13    0.288769
          14    0.288711
          15    0.288745
          16    0.288768
          17    0.288717
          18    0.288649
          19    0.288666
          20    0.288675
          21     0.28873
          22     0.28873
          23    0.288712
          24    0.288689
          25    0.288682
          26    0.288691
          27    0.288667
          28    0.288697
          29     0.28873
          30    0.288789
          31    0.288759
          32    0.288756
          33     0.28875
          34    0.288748
          35    0.288764
          36    0.288778
          37    0.288798
          38    0.288797
          39    0.288805
          40    0.288814
          41    0.288807
          42    0.288803
          43    0.288804
          44    0.288821
          45    0.288848
          46    0.288849
          47    0.288851
          48    0.288839
          49    0.288856
          50    0.288865
