#	 N_BLOCK:	ACCEPTANCE:
           1   0.0001976
           2    0.000109
           3     8.2e-05
           4    8.75e-05
           5   7.584e-05
           6 8.00667e-05
           7 8.82286e-05
           8   8.595e-05
           9 9.24889e-05
          10    9.64e-05
          11 9.25455e-05
          12 8.91333e-05
          13 9.54154e-05
          14 9.08857e-05
          15 9.52533e-05
          16   9.465e-05
          17 9.81647e-05
          18 9.40444e-05
          19 9.40211e-05
          20   9.074e-05
          21 9.60381e-05
          22 9.51818e-05
          23 9.33391e-05
          24   0.0001061
          25 0.000103664
          26 0.000100046
          27 9.91556e-05
          28 0.000101629
          29 0.000100234
          30 0.000103173
          31 0.000102826
          32 0.000103513
          33   0.0001016
          34 0.000102529
          35 0.000102834
          36 0.000107556
          37 0.000108865
          38 0.000108295
          39  0.00010641
          40  0.00011271
          41  0.00011158
          42 0.000110448
          43 0.000108856
          44 0.000107355
          45  0.00010632
          46 0.000104643
          47 0.000103651
          48 0.000102717
          49 0.000102971
          50 0.000106152
