#	 N_BLOCK:	ACCEPTANCE:
           1   0.0337322
           2   0.0339101
           3   0.0330593
           4   0.0327453
           5    0.032595
           6   0.0326632
           7   0.0326625
           8   0.0327037
           9   0.0324715
          10   0.0325648
          11    0.032434
          12   0.0325247
          13   0.0323192
          14   0.0321556
          15   0.0320683
          16   0.0321667
          17   0.0321739
          18   0.0321974
          19    0.032266
          20   0.0322555
          21   0.0322785
          22    0.032355
          23   0.0323923
          24   0.0324205
          25   0.0323196
          26   0.0323081
          27   0.0323581
          28   0.0323815
          29   0.0324706
          30   0.0325131
          31   0.0324896
          32   0.0325035
          33    0.032456
          34   0.0324227
          35    0.032436
          36   0.0324412
          37   0.0324806
          38   0.0325074
          39   0.0325242
          40   0.0325405
          41   0.0325575
          42   0.0325763
          43   0.0326351
          44    0.032622
          45   0.0326254
          46   0.0326033
          47   0.0325821
          48   0.0325285
          49    0.032494
          50   0.0325101
