#	 N_BLOCK:	ACCEPTANCE:
           1    0.499897
           2    0.500273
           3    0.500218
           4    0.500069
           5    0.500075
           6    0.500079
           7    0.500021
           8    0.499915
           9    0.499916
          10    0.499896
          11    0.499844
          12    0.499892
          13    0.499894
          14    0.499894
          15    0.499876
          16    0.499838
          17     0.49986
          18    0.499843
          19    0.499817
          20    0.499843
          21    0.499871
          22    0.499863
          23    0.499896
          24    0.499855
          25    0.499834
          26    0.499852
          27    0.499834
          28     0.49985
          29    0.499849
          30    0.499848
          31    0.499824
          32    0.499832
          33    0.499859
          34     0.49987
          35    0.499874
          36    0.499886
          37    0.499869
          38    0.499868
          39    0.499864
          40    0.499879
          41    0.499886
          42    0.499891
          43    0.499885
          44    0.499877
          45    0.499883
          46    0.499872
          47     0.49988
          48    0.499893
          49    0.499901
          50    0.499902
