#	 N_BLOCK:	ACCEPTANCE:
           1    0.638475
           2    0.638466
           3    0.638413
           4    0.638318
           5    0.638298
           6    0.638391
           7    0.638389
           8    0.638316
           9    0.638294
          10    0.638367
          11    0.638368
          12    0.638375
          13    0.638345
          14    0.638368
          15    0.638368
          16    0.638359
          17    0.638369
          18    0.638375
          19    0.638355
          20    0.638351
          21    0.638373
          22    0.638396
          23    0.638407
          24    0.638394
          25    0.638385
          26    0.638397
          27    0.638389
          28    0.638386
          29    0.638391
          30    0.638376
          31    0.638381
          32    0.638387
          33    0.638392
          34     0.63839
          35    0.638387
          36    0.638392
          37    0.638385
          38    0.638378
          39    0.638382
          40    0.638397
          41    0.638397
          42    0.638402
          43    0.638394
          44    0.638371
          45    0.638373
          46    0.638378
          47    0.638382
          48     0.63839
          49      0.6384
          50    0.638409
