#	 N_BLOCK:	ACCEPTANCE:
           1    0.440304
           2    0.440335
           3    0.440399
           4    0.440321
           5    0.440212
           6    0.440307
           7    0.440292
           8    0.440151
           9    0.440092
          10    0.440097
          11    0.440011
          12    0.440023
          13     0.43998
          14     0.43994
          15    0.439974
          16    0.439958
          17    0.439989
          18    0.439941
          19    0.439932
          20    0.439961
          21    0.439983
          22    0.439985
          23    0.440005
          24    0.439972
          25    0.439969
          26    0.439982
          27    0.439992
          28    0.440035
          29    0.440014
          30    0.440026
          31     0.44001
          32     0.43998
          33    0.440014
          34    0.440004
          35    0.440038
          36    0.440028
          37    0.440023
          38    0.440018
          39    0.440019
          40    0.440021
          41    0.440029
          42    0.440018
          43    0.440026
          44    0.440024
          45     0.44003
          46    0.440029
          47     0.44003
          48    0.440036
          49    0.440038
          50    0.440025
