#	 N_BLOCK:	ACCEPTANCE:
           1    0.608625
           2    0.608541
           3    0.608717
           4    0.608618
           5    0.608655
           6    0.608739
           7    0.608689
           8    0.608651
           9    0.608634
          10    0.608689
          11    0.608682
          12    0.608716
          13    0.608734
          14    0.608727
          15    0.608727
          16    0.608722
          17    0.608748
          18    0.608734
          19    0.608723
          20    0.608745
          21    0.608759
          22    0.608786
          23    0.608794
          24    0.608785
          25    0.608773
          26    0.608777
          27    0.608781
          28    0.608789
          29     0.60879
          30    0.608798
          31    0.608809
          32    0.608807
          33     0.60882
          34    0.608831
          35    0.608826
          36    0.608824
          37    0.608813
          38    0.608808
          39    0.608821
          40    0.608834
          41    0.608838
          42    0.608841
          43    0.608846
          44    0.608828
          45    0.608835
          46    0.608825
          47     0.60884
          48    0.608859
          49    0.608853
          50    0.608859
