#	 N_BLOCK:	ACCEPTANCE:
           1    0.611466
           2    0.611251
           3    0.611437
           4    0.611423
           5    0.611493
           6    0.611592
           7    0.611643
           8    0.611581
           9    0.611577
          10    0.611644
          11    0.611609
          12    0.611654
          13    0.611671
          14    0.611648
          15    0.611649
          16    0.611659
          17    0.611658
          18    0.611659
          19    0.611644
          20     0.61167
          21    0.611677
          22    0.611711
          23    0.611708
          24    0.611704
          25    0.611691
          26    0.611687
          27    0.611689
          28    0.611682
          29    0.611676
          30    0.611679
          31    0.611684
          32    0.611681
          33     0.61169
          34    0.611697
          35    0.611692
          36    0.611692
          37    0.611684
          38    0.611684
          39    0.611699
          40    0.611713
          41    0.611716
          42    0.611721
          43    0.611724
          44    0.611706
          45    0.611715
          46    0.611708
          47    0.611724
          48    0.611737
          49    0.611735
          50    0.611733
