#	 N_BLOCK:	ACCEPTANCE:
           1     0.28106
           2    0.281183
           3    0.280709
           4    0.280498
           5    0.280518
           6    0.280435
           7    0.280424
           8    0.280395
           9    0.280384
          10    0.280513
          11    0.280534
          12    0.280536
          13    0.280512
          14    0.280496
          15    0.280569
          16     0.28061
          17     0.28054
          18    0.280473
          19    0.280533
          20     0.28057
          21    0.280643
          22     0.28065
          23    0.280674
          24    0.280644
          25    0.280641
          26    0.280653
          27    0.280651
          28    0.280669
          29    0.280716
          30    0.280753
          31    0.280759
          32    0.280762
          33    0.280768
          34    0.280749
          35    0.280778
          36    0.280793
          37    0.280799
          38    0.280795
          39    0.280784
          40    0.280821
          41    0.280822
          42    0.280834
          43    0.280833
          44    0.280841
          45    0.280872
          46    0.280878
          47    0.280883
          48    0.280881
          49    0.280889
          50    0.280902
