#	 N_BLOCK:	ACCEPTANCE:
           1    0.593402
           2    0.593079
           3    0.593113
           4    0.593045
           5    0.593046
           6    0.593135
           7    0.593107
           8    0.593086
           9    0.593029
          10    0.593043
          11     0.59305
          12    0.593071
          13    0.593042
          14    0.593028
          15    0.593024
          16    0.593033
          17    0.593039
          18    0.593044
          19    0.593054
          20     0.59306
          21    0.593058
          22    0.593071
          23    0.593088
          24    0.593065
          25     0.59305
          26     0.59306
          27     0.59306
          28     0.59309
          29    0.593092
          30    0.593105
          31    0.593108
          32    0.593125
          33     0.59314
          34    0.593145
          35    0.593137
          36     0.59315
          37    0.593142
          38    0.593145
          39    0.593157
          40    0.593186
          41    0.593191
          42    0.593186
          43     0.59319
          44    0.593173
          45    0.593188
          46    0.593175
          47    0.593195
          48    0.593196
          49    0.593196
          50    0.593201
