#	 N_BLOCK:	ACCEPTANCE:
           1   0.0110044
           2   0.0103758
           3   0.0093964
           4   0.0099409
           5   0.0100146
           6   0.0101378
           7    0.010273
           8   0.0102174
           9    0.010388
          10   0.0102753
          11   0.0102013
          12    0.010193
          13   0.0101524
          14   0.0101972
          15   0.0101494
          16   0.0102156
          17   0.0101744
          18   0.0102625
          19   0.0102658
          20   0.0102936
          21   0.0102246
          22   0.0102226
          23   0.0101868
          24   0.0101268
          25   0.0101572
          26   0.0101185
          27   0.0100951
          28   0.0100147
          29   0.0100475
          30   0.0100531
          31   0.0100564
          32   0.0100995
          33    0.010086
          34   0.0100525
          35   0.0100791
          36    0.010103
          37   0.0101578
          38   0.0102277
          39   0.0102256
          40   0.0102241
          41   0.0102339
          42   0.0102539
          43   0.0102282
          44   0.0101683
          45   0.0102263
          46   0.0102022
          47   0.0102114
          48   0.0101747
          49   0.0101833
          50   0.0102038
