#	 N_BLOCK:	ACCEPTANCE:
           1    0.570717
           2    0.570416
           3    0.570442
           4    0.570323
           5    0.570314
           6    0.570388
           7    0.570352
           8    0.570291
           9    0.570208
          10    0.570259
          11    0.570269
          12    0.570304
          13    0.570298
          14    0.570295
          15    0.570326
          16    0.570281
          17    0.570313
          18     0.57031
          19      0.5703
          20    0.570315
          21    0.570325
          22    0.570357
          23    0.570375
          24    0.570355
          25    0.570344
          26    0.570355
          27    0.570346
          28    0.570373
          29    0.570357
          30    0.570374
          31    0.570378
          32    0.570393
          33    0.570416
          34    0.570419
          35    0.570422
          36    0.570436
          37    0.570412
          38    0.570418
          39    0.570424
          40     0.57045
          41    0.570453
          42     0.57046
          43    0.570466
          44    0.570455
          45    0.570458
          46    0.570451
          47    0.570465
          48    0.570477
          49    0.570482
          50    0.570485
