#	 N_BLOCK:	ACCEPTANCE:
           1    0.263951
           2    0.264735
           3    0.264839
           4    0.264683
           5    0.264648
           6    0.264647
           7    0.264601
           8     0.26453
           9    0.264523
          10    0.264597
          11    0.264485
          12    0.264532
          13    0.264536
          14    0.264546
          15    0.264632
          16    0.264606
          17    0.264539
          18    0.264539
          19    0.264539
          20    0.264545
          21    0.264593
          22    0.264643
          23    0.264603
          24    0.264636
          25    0.264654
          26    0.264643
          27    0.264649
          28    0.264655
          29    0.264685
          30    0.264693
          31    0.264676
          32     0.26467
          33    0.264662
          34    0.264641
          35    0.264682
          36    0.264699
          37      0.2647
          38    0.264702
          39    0.264699
          40    0.264727
          41    0.264744
          42     0.26474
          43    0.264742
          44    0.264739
          45    0.264766
          46    0.264773
          47     0.26479
          48    0.264802
          49    0.264807
          50    0.264803
