#	 N_BLOCK:	ACCEPTANCE:
           1   0.0666842
           2   0.0656224
           3   0.0660217
           4   0.0655469
           5    0.065533
           6   0.0655721
           7   0.0656405
           8   0.0654152
           9   0.0655356
          10   0.0655883
          11   0.0652805
          12   0.0651409
          13   0.0649566
          14   0.0649394
          15   0.0648334
          16   0.0646931
          17   0.0646244
          18   0.0645997
          19   0.0646256
          20   0.0645903
          21   0.0645732
          22   0.0646693
          23   0.0646506
          24   0.0647198
          25    0.064642
          26   0.0645989
          27   0.0646606
          28   0.0645823
          29   0.0646702
          30   0.0647077
          31   0.0647111
          32   0.0647457
          33   0.0647387
          34   0.0646651
          35     0.06464
          36   0.0645979
          37   0.0646293
          38   0.0646011
          39   0.0646494
          40   0.0646449
          41   0.0646799
          42   0.0647552
          43   0.0647472
          44   0.0647858
          45   0.0648274
          46   0.0648088
          47     0.06477
          48   0.0647749
          49   0.0647708
          50   0.0647875
