#	 N_BLOCK:	ACCEPTANCE:
           1    0.319599
           2    0.319313
           3    0.319152
           4    0.319206
           5     0.31909
           6    0.319064
           7    0.319088
           8    0.319099
           9    0.319139
          10    0.319201
          11    0.319214
          12    0.319272
          13    0.319277
          14    0.319282
          15    0.319245
          16    0.319259
          17    0.319282
          18    0.319276
          19    0.319246
          20    0.319264
          21    0.319303
          22    0.319318
          23    0.319341
          24    0.319291
          25    0.319268
          26     0.31926
          27    0.319231
          28    0.319253
          29    0.319243
          30    0.319264
          31    0.319262
          32    0.319246
          33    0.319235
          34    0.319215
          35    0.319219
          36    0.319207
          37    0.319204
          38    0.319198
          39    0.319204
          40    0.319195
          41    0.319218
          42    0.319233
          43    0.319234
          44    0.319242
          45    0.319255
          46    0.319243
          47    0.319246
          48    0.319256
          49    0.319272
          50     0.31927
