#	 N_BLOCK:	ACCEPTANCE:
           1    0.635373
           2    0.635072
           3    0.635091
           4    0.634913
           5    0.634838
           6    0.634855
           7    0.634868
           8    0.634775
           9    0.634771
          10    0.634848
          11    0.634882
          12    0.634901
          13    0.634905
          14     0.63491
          15    0.634916
          16     0.63493
          17    0.634905
          18    0.634921
          19    0.634922
          20    0.634927
          21    0.634917
          22    0.634945
          23    0.634959
          24    0.634945
          25    0.634932
          26    0.634935
          27    0.634931
          28    0.634929
          29     0.63494
          30     0.63493
          31    0.634933
          32    0.634942
          33    0.634947
          34    0.634946
          35     0.63495
          36     0.63495
          37     0.63495
          38    0.634942
          39    0.634946
          40    0.634962
          41    0.634966
          42    0.634964
          43    0.634964
          44    0.634945
          45    0.634952
          46    0.634955
          47    0.634968
          48    0.634974
          49    0.634985
          50    0.634989
