#	 N_BLOCK:	ACCEPTANCE:
           1     0.64746
           2    0.647212
           3    0.647061
           4    0.647001
           5    0.646987
           6     0.64705
           7    0.647081
           8    0.647019
           9    0.647013
          10    0.647082
          11    0.647107
          12    0.647116
          13    0.647109
          14    0.647104
          15    0.647113
          16    0.647127
          17    0.647147
          18    0.647141
          19     0.64714
          20    0.647116
          21    0.647123
          22    0.647136
          23    0.647143
          24    0.647121
          25      0.6471
          26    0.647102
          27    0.647107
          28    0.647103
          29    0.647106
          30    0.647093
          31    0.647093
          32    0.647106
          33    0.647108
          34    0.647121
          35    0.647127
          36    0.647137
          37    0.647134
          38     0.64713
          39    0.647139
          40    0.647158
          41    0.647158
          42    0.647146
          43    0.647142
          44    0.647128
          45    0.647136
          46     0.64714
          47    0.647153
          48    0.647156
          49    0.647168
          50    0.647166
