#	 N_BLOCK:	ACCEPTANCE:
           1    0.203893
           2    0.203912
           3    0.203528
           4    0.203872
           5    0.204081
           6     0.20426
           7    0.204178
           8    0.204192
           9    0.204298
          10    0.204168
          11    0.204116
          12    0.204145
          13    0.204107
          14    0.204087
          15    0.204144
          16    0.204164
          17    0.204115
          18    0.204047
          19    0.204022
          20    0.204083
          21    0.204103
          22    0.204124
          23    0.204085
          24    0.204071
          25    0.204095
          26    0.204069
          27    0.204082
          28    0.204104
          29    0.204116
          30    0.204163
          31    0.204157
          32    0.204141
          33     0.20412
          34    0.204103
          35    0.204102
          36    0.204115
          37    0.204132
          38    0.204109
          39    0.204138
          40    0.204155
          41     0.20415
          42    0.204175
          43    0.204175
          44     0.20419
          45    0.204209
          46    0.204209
          47    0.204215
          48    0.204223
          49    0.204247
          50    0.204217
