#	 N_BLOCK:	ACCEPTANCE:
           1     0.35365
           2    0.353665
           3    0.353577
           4    0.353579
           5    0.353404
           6     0.35333
           7    0.353283
           8    0.353365
           9    0.353436
          10    0.353368
          11    0.353381
          12    0.353446
          13    0.353468
          14    0.353475
          15    0.353496
          16    0.353591
          17    0.353558
          18    0.353509
          19    0.353504
          20    0.353533
          21    0.353611
          22    0.353604
          23    0.353601
          24    0.353567
          25    0.353537
          26    0.353534
          27    0.353531
          28    0.353574
          29    0.353586
          30    0.353587
          31    0.353568
          32    0.353562
          33    0.353563
          34    0.353564
          35    0.353562
          36    0.353561
          37    0.353574
          38    0.353575
          39    0.353581
          40    0.353585
          41    0.353595
          42    0.353604
          43    0.353598
          44    0.353601
          45     0.35362
          46    0.353605
          47    0.353605
          48    0.353609
          49    0.353614
          50    0.353605
