#	 N_BLOCK:	ACCEPTANCE:
           1    0.495505
           2    0.495614
           3    0.495671
           4    0.495561
           5    0.495507
           6    0.495561
           7    0.495548
           8    0.495455
           9    0.495407
          10    0.495462
          11    0.495458
          12    0.495482
          13    0.495458
          14    0.495424
          15    0.495414
          16    0.495421
          17    0.495435
          18    0.495386
          19    0.495401
          20     0.49542
          21    0.495449
          22    0.495456
          23     0.49546
          24     0.49542
          25    0.495396
          26    0.495383
          27    0.495382
          28    0.495408
          29    0.495404
          30    0.495417
          31    0.495403
          32    0.495408
          33    0.495428
          34    0.495427
          35    0.495431
          36    0.495443
          37    0.495435
          38    0.495444
          39    0.495427
          40    0.495433
          41    0.495431
          42    0.495433
          43    0.495438
          44    0.495441
          45    0.495455
          46    0.495445
          47    0.495463
          48    0.495476
          49     0.49548
          50    0.495488
