# BLOCK:		ACTUAL_HAM:	 	AVERAG_HAM:			ERROR:
     657       -0.447952        -0.44425     0.000926814
     658       -0.428036       -0.444225     0.000925734
     659       -0.459213       -0.444248     0.000924609
     660        -0.48219       -0.444305     0.000924992
     661        -0.42295       -0.444273     0.000924157
     662       -0.457024       -0.444292     0.000922962
     663       -0.488317       -0.444359     0.000923953
     664       -0.457572       -0.444379     0.000922776
     665       -0.442772       -0.444376     0.000921393
     666       -0.440454        -0.44437     0.000920029
     667       -0.399088       -0.444302     0.000921149
     668       -0.440166       -0.444296     0.000919792
     669       -0.417383       -0.444256     0.000919296
     670       -0.432797       -0.444239     0.000918083
     671       -0.445895       -0.444242      0.00091672
     672       -0.428133       -0.444218     0.000915669
     673       -0.439045        -0.44421     0.000914342
     674       -0.421195       -0.444176     0.000913623
     675       -0.394992       -0.444103     0.000915167
     676       -0.443889       -0.444103     0.000913814
     677       -0.422282       -0.444071     0.000913033
     678       -0.492196       -0.444141     0.000914438
     679       -0.449386       -0.444149     0.000913125
     680       -0.416764       -0.444109     0.000912669
     681       -0.462582       -0.444136     0.000911733
     682       -0.371432        -0.44403     0.000916599
     683       -0.463483       -0.444058       0.0009157
     684       -0.453422       -0.444072     0.000914464
     685        -0.41117       -0.444024     0.000914389
     686       -0.444094       -0.444024     0.000913057
     687       -0.462938       -0.444051     0.000912143
     688       -0.453614       -0.444065     0.000910924
     689        -0.43997       -0.444059     0.000909622
     690       -0.461102       -0.444084      0.00090864
     691       -0.435347       -0.444071     0.000907414
     692        -0.44118       -0.444067     0.000906113
     693       -0.427539       -0.444043      0.00090512
     694       -0.425887       -0.444017     0.000904194
     695        -0.45598       -0.444034     0.000903057
     696       -0.477373       -0.444082     0.000903028
     697       -0.438166       -0.444074     0.000901774
     698       -0.469177        -0.44411     0.000901198
     699       -0.453112       -0.444123     0.000900002
     700       -0.468495       -0.444157     0.000899389
     701       -0.455499       -0.444173     0.000898253
     702       -0.442476       -0.444171     0.000896977
     703       -0.472392       -0.444211     0.000896599
     704       -0.448907       -0.444218     0.000895351
     705       -0.442303       -0.444215     0.000894086
     706        -0.43982       -0.444209     0.000892842
     707       -0.417435       -0.444171     0.000892382
     708       -0.395448       -0.444102     0.000893768
     709       -0.450209       -0.444111      0.00089255
     710       -0.402392       -0.444052     0.000893223
     711       -0.430388       -0.444033     0.000892174
     712       -0.483231       -0.444088     0.000892616
     713       -0.464857       -0.444117      0.00089184
     714       -0.402236       -0.444059     0.000892516
     715       -0.437315       -0.444049     0.000891318
     716       -0.457665       -0.444068     0.000890277
     717       -0.469002       -0.444103     0.000889714
     718        -0.46328        -0.44413     0.000888876
     719       -0.443009       -0.444128     0.000887642
     720       -0.463518       -0.444155     0.000886818
     721       -0.435641       -0.444143     0.000885667
     722       -0.477237       -0.444189     0.000885625
     723       -0.466407        -0.44422     0.000884933
     724       -0.497517       -0.444293     0.000886764
     725       -0.473108       -0.444333     0.000886431
     726        -0.47376       -0.444373     0.000886136
     727       -0.463987         -0.4444     0.000885328
     728       -0.409175       -0.444352     0.000885432
     729        -0.43392       -0.444338     0.000884333
     730       -0.446121        -0.44434     0.000883126
     731       -0.450271       -0.444348     0.000881956
     732       -0.466112       -0.444378     0.000881253
     733       -0.456111       -0.444394     0.000880196
     734       -0.414704       -0.444353     0.000879926
     735       -0.439351       -0.444347     0.000878755
     736       -0.448305       -0.444352     0.000877579
     737       -0.457702        -0.44437     0.000876575
     738        -0.46272       -0.444395     0.000875741
     739       -0.441043        -0.44439     0.000874568
     740       -0.372879       -0.444294     0.000878703
     741       -0.430106       -0.444275     0.000877726
     742       -0.445035       -0.444276     0.000876544
     743       -0.441691       -0.444272     0.000875372
     744       -0.486637       -0.444329     0.000876044
     745       -0.455842       -0.444345     0.000875005
     746       -0.448642        -0.44435     0.000873852
     747       -0.423925       -0.444323      0.00087311
     748       -0.467368       -0.444354     0.000872486
     749       -0.407003       -0.444304     0.000872744
     750         -0.4749       -0.444345     0.000872533
     751       -0.419227       -0.444311     0.000872012
     752       -0.465699        -0.44434     0.000871316
     753       -0.465765       -0.444368     0.000870624
     754        -0.43481       -0.444355     0.000869562
     755       -0.477699         -0.4444      0.00086953
     756       -0.445517       -0.444401     0.000868382
     757       -0.451625       -0.444411     0.000867288
     758       -0.421947       -0.444381      0.00086665
     759       -0.446206       -0.444383     0.000865512
     760       -0.434464        -0.44437     0.000864473
     761        -0.45269       -0.444381     0.000863406
     762       -0.469034       -0.444414     0.000862879
     763       -0.478542       -0.444458     0.000862906
     764       -0.429197       -0.444438     0.000862008
     765       -0.446074        -0.44444     0.000860885
     766       -0.466586       -0.444469     0.000860246
     767       -0.457431       -0.444486     0.000859291
     768       -0.418942       -0.444453     0.000858816
     769       -0.431173       -0.444436     0.000857873
     770       -0.451836       -0.444445     0.000856813
     771       -0.469081       -0.444477     0.000856298
     772       -0.472035       -0.444513     0.000855932
     773       -0.447955       -0.444517     0.000854837
     774       -0.410822       -0.444474      0.00085484
     775       -0.459033       -0.444493     0.000853943
     776       -0.412213       -0.444451     0.000853855
     777       -0.468339       -0.444482     0.000853309
     778        -0.46581       -0.444509     0.000852653
     779        -0.45985       -0.444529     0.000851786
     780       -0.453112        -0.44454     0.000850766
     781       -0.465767       -0.444567     0.000850111
     782        -0.47123       -0.444601     0.000849707
     783        -0.41769       -0.444567     0.000849316
     784        -0.45563       -0.444581     0.000848351
     785        -0.42172       -0.444552      0.00084777
     786       -0.407228       -0.444504     0.000848019
     787       -0.415497       -0.444467     0.000847742
     788       -0.454233        -0.44448     0.000846757
     789       -0.389749       -0.444411     0.000848518
     790       -0.447927       -0.444415     0.000847456
     791       -0.424246        -0.44439     0.000846768
     792           -0.44       -0.444384     0.000845718
     793       -0.415282       -0.444347     0.000845447
     794       -0.464994       -0.444373     0.000844782
     795       -0.427958       -0.444353     0.000843972
     796       -0.440422       -0.444348     0.000842927
     797       -0.392239       -0.444282     0.000844399
     798       -0.422509       -0.444255     0.000843781
     799       -0.402397       -0.444203     0.000844349
     800       -0.461966       -0.444225     0.000843586
     801       -0.465701       -0.444252     0.000842958
     802       -0.457137       -0.444268     0.000842061
     803        -0.45232       -0.444278     0.000841073
     804       -0.445207       -0.444279     0.000840028
     805        -0.40506        -0.44423     0.000840395
     806       -0.422923       -0.444204     0.000839768
     807       -0.488596       -0.444259     0.000840526
     808       -0.445005        -0.44426     0.000839487
     809        -0.48098       -0.444305     0.000839674
     810       -0.431922        -0.44429     0.000838777
     811       -0.440848       -0.444286     0.000837754
     812       -0.440229       -0.444281     0.000836738
     813       -0.478019       -0.444322     0.000836737
     814       -0.440212       -0.444317     0.000835724
     815       -0.455619       -0.444331     0.000834815
     816       -0.421837       -0.444303     0.000834247
     817       -0.449108       -0.444309     0.000833247
     818       -0.451818       -0.444318     0.000832279
     819       -0.462509       -0.444341      0.00083156
     820       -0.429133       -0.444322     0.000830753
     821       -0.459744       -0.444341     0.000829954
     822       -0.415719       -0.444306     0.000829674
     823        -0.44007       -0.444301     0.000828682
     824       -0.427622       -0.444281     0.000827924
     825       -0.442286       -0.444278     0.000826925
     826       -0.462432         -0.4443     0.000826216
     827       -0.421088       -0.444272     0.000825693
     828       -0.492036        -0.44433     0.000826707
     829       -0.446849       -0.444333     0.000825716
     830       -0.447985       -0.444337     0.000824733
     831       -0.458412       -0.444354     0.000823915
     832       -0.455538       -0.444368     0.000823035
     833       -0.459698       -0.444386     0.000822253
     834       -0.416942       -0.444353     0.000821925
     835       -0.455771       -0.444367     0.000821055
     836       -0.457887       -0.444383     0.000820232
     837       -0.415633       -0.444349     0.000819971
     838        -0.46424       -0.444372     0.000819336
     839       -0.460116       -0.444391     0.000818575
     840       -0.470624       -0.444422     0.000818196
     841       -0.444823       -0.444423     0.000817224
     842       -0.405129       -0.444376     0.000817583
     843       -0.463256       -0.444399      0.00081692
     844       -0.434985       -0.444387     0.000816029
     845       -0.430427       -0.444371     0.000815231
     846       -0.417362       -0.444339     0.000814892
     847       -0.450125       -0.444346     0.000813959
     848       -0.472344       -0.444379     0.000813668
     849       -0.461269       -0.444399     0.000812954
     850        -0.44585         -0.4444     0.000811999
     851        -0.44239       -0.444398     0.000811049
     852       -0.435899       -0.444388     0.000810159
     853       -0.404006       -0.444341      0.00081059
     854       -0.454761       -0.444353     0.000809733
     855       -0.415413       -0.444319     0.000809493
     856       -0.433378       -0.444306     0.000808649
     857       -0.451292       -0.444314     0.000807747
     858       -0.455508       -0.444328     0.000806911
     859       -0.438304       -0.444321     0.000806003
     860       -0.478407        -0.44436     0.000806039
     861       -0.455036       -0.444373     0.000805199
     862       -0.452289       -0.444382     0.000804317
     863       -0.448258       -0.444386     0.000803399
     864       -0.450242       -0.444393     0.000802498
     865        -0.42742       -0.444373      0.00080181
     866       -0.441889        -0.44437      0.00080089
     867       -0.495038       -0.444429     0.000802094
     868       -0.463223        -0.44445     0.000801462
     869       -0.428376       -0.444432     0.000800753
     870       -0.407976        -0.44439     0.000800928
     871       -0.425233       -0.444368      0.00080031
     872       -0.467217       -0.444394     0.000799822
     873       -0.453722       -0.444405     0.000798977
     874        -0.46547       -0.444429     0.000798427
     875       -0.478123       -0.444468     0.000798442
     876       -0.477976       -0.444506     0.000798445
     877       -0.446346       -0.444508     0.000797538
     878       -0.466689       -0.444533      0.00079703
     879       -0.516378       -0.444615     0.000800299
     880        -0.46867       -0.444642     0.000799856
     881       -0.423965       -0.444619     0.000799293
     882        -0.43172       -0.444604     0.000798521
     883       -0.469093       -0.444632     0.000798098
     884       -0.425514        -0.44461     0.000797488
     885        -0.45085       -0.444617     0.000796618
     886       -0.444749       -0.444617      0.00079572
     887       -0.454611       -0.444629     0.000794903
     888       -0.408395       -0.444588     0.000795054
     889       -0.447399       -0.444591     0.000794166
     890       -0.468447       -0.444618     0.000793726
     891       -0.451342       -0.444625     0.000792872
     892        -0.40295       -0.444579     0.000793357
     893       -0.453202       -0.444588     0.000792528
     894        -0.44182       -0.444585     0.000791648
     895       -0.427282       -0.444566        0.000791
     896       -0.436165       -0.444556     0.000790173
     897       -0.478574       -0.444594     0.000790201
     898       -0.466103       -0.444618     0.000789684
     899         -0.4447       -0.444618     0.000788806
     900       -0.430844       -0.444603     0.000788078
     901       -0.431748       -0.444589     0.000787333
     902       -0.444538       -0.444589     0.000786461
     903       -0.476611       -0.444624     0.000786388
     904       -0.425752       -0.444603     0.000785796
     905       -0.456955       -0.444617     0.000785046
     906       -0.408045       -0.444577     0.000785216
     907       -0.462608       -0.444596     0.000784602
     908       -0.440968       -0.444593     0.000783749
     909       -0.400841       -0.444544     0.000784362
     910       -0.445513       -0.444545     0.000783501
     911       -0.474136       -0.444578     0.000783314
     912       -0.402461       -0.444532     0.000783814
     913       -0.467641       -0.444557     0.000783364
     914       -0.326609       -0.444428     0.000793054
     915       -0.391734       -0.444371     0.000794274
     916       -0.408048       -0.444331     0.000794395
     917       -0.425943       -0.444311     0.000793782
     918       -0.435376       -0.444301     0.000792978
     919       -0.442556       -0.444299     0.000792118
     920       -0.480379       -0.444339     0.000792226
     921       -0.449121       -0.444344     0.000791384
     922       -0.457116       -0.444358     0.000790647
     923        -0.43997       -0.444353     0.000789805
     924       -0.462011       -0.444372     0.000789182
     925       -0.424133        -0.44435     0.000788632
     926       -0.452076       -0.444358     0.000787825
     927       -0.455891       -0.444371     0.000787073
     928        -0.42586       -0.444351     0.000786478
     929       -0.439196       -0.444345     0.000785652
     930       -0.467124        -0.44437     0.000785189
     931       -0.470371       -0.444398     0.000784842
     932       -0.463773       -0.444419     0.000784275
     933       -0.438997       -0.444413     0.000783456
     934       -0.464342       -0.444434     0.000782908
     935       -0.448855       -0.444439     0.000782085
     936       -0.480448       -0.444477     0.000782195
     937       -0.415108       -0.444446     0.000781988
     938       -0.443539       -0.444445     0.000781155
     939       -0.462341       -0.444464     0.000780556
     940       -0.442673       -0.444462     0.000779728
     941        -0.41209       -0.444428     0.000779658
     942       -0.404663       -0.444385     0.000779971
     943       -0.416933       -0.444356     0.000779687
     944       -0.450654       -0.444363      0.00077889
     945       -0.452269       -0.444371     0.000778111
     946       -0.449069       -0.444376     0.000777305
     947       -0.441581       -0.444373      0.00077649
     948       -0.472051       -0.444403      0.00077622
     949       -0.426558       -0.444384      0.00077563
     950       -0.489214       -0.444431     0.000776246
     951       -0.470396       -0.444458      0.00077591
     952       -0.407955        -0.44442     0.000776041
     953       -0.462063       -0.444438     0.000775448
     954       -0.437189       -0.444431     0.000774673
     955       -0.453349        -0.44444     0.000773918
     956       -0.413611       -0.444408      0.00077378
     957       -0.441066       -0.444404      0.00077298
     958       -0.491704       -0.444454     0.000773747
     959       -0.449789       -0.444459      0.00077296
     960       -0.452954       -0.444468     0.000772206
     961       -0.429966       -0.444453      0.00077155
     962       -0.448636       -0.444457     0.000770761
     963       -0.428555       -0.444441     0.000770138
     964       -0.471301       -0.444469     0.000769843
     965       -0.467226       -0.444492     0.000769406
     966       -0.490652        -0.44454     0.000770091
     967       -0.457993       -0.444554      0.00076942
     968       -0.400208       -0.444508     0.000769987
     969       -0.417109        -0.44448     0.000769711
     970       -0.432766       -0.444468     0.000769013
     971       -0.386826       -0.444409     0.000770507
     972       -0.457523       -0.444422     0.000769833
     973       -0.461908        -0.44444     0.000769251
     974        -0.37267       -0.444366     0.000771979
     975       -0.422887       -0.444344     0.000771502
     976       -0.408275       -0.444307     0.000771596
     977       -0.447341       -0.444311     0.000770812
     978       -0.456285       -0.444323     0.000770122
     979        -0.44368       -0.444322     0.000769336
     980       -0.425734       -0.444303     0.000768785
     981       -0.440743         -0.4443      0.00076801
     982       -0.464138        -0.44432     0.000767494
     983       -0.424705         -0.4443     0.000766973
     984       -0.452237       -0.444308     0.000766236
     985       -0.439411       -0.444303     0.000765474
     986       -0.460635       -0.444319     0.000764877
     987       -0.469818       -0.444345     0.000764539
     988       -0.468269       -0.444369     0.000764148
     989        -0.42788       -0.444353     0.000763558
     990       -0.435546       -0.444344     0.000762838
     991        -0.46896       -0.444369     0.000762473
     992       -0.416943       -0.444341     0.000762205
     993       -0.418551       -0.444315      0.00076188
     994       -0.429667         -0.4443     0.000761256
     995        -0.39812       -0.444254     0.000761904
     996       -0.448677       -0.444259     0.000761152
     997       -0.505239        -0.44432      0.00076284
     998       -0.431165       -0.444306      0.00076219
     999       -0.432755       -0.444295     0.000761515
