# STEP: 				 T: 				 MU: 				 SIGMA: 		  ENERGY: 		 ENERGY_BEST: 		 ERROR:
     431        0.547827        0.518417        0.801202       -0.280476       -0.428727      0.00164725
     432        0.546183        0.612917        0.774762       -0.328158       -0.428727      0.00161417
     433        0.544545        0.647253        0.688885       -0.365563       -0.428727      0.00105062
     434        0.542911        0.590121          0.6911       -0.319711       -0.428727      0.00113908
     435        0.541282        0.338386        0.648259      -0.0116552       -0.428727      0.00207455
     436        0.539658        0.490521        0.589171       -0.150126       -0.428727      0.00157145
     437         0.53804        0.397168        0.719885       -0.158393       -0.428727      0.00163518
     438        0.536425        0.654291        0.605672       -0.370826       -0.428727     0.000858141
     439        0.534816        0.654291        0.605672       -0.370826       -0.428727      0.00185272
     440        0.533212        0.470492         0.65391       -0.176321       -0.428727       0.0015647
     441        0.531612        0.715805        0.607676       -0.418892       -0.428727     0.000698169
     442        0.530017        0.797988        0.631704       -0.443551       -0.428727     0.000863801
     443        0.528427         0.74908        0.600324       -0.432845       -0.443551     0.000728465
     444        0.526842         0.74908        0.600324       -0.432845       -0.443551      0.00116809
     445        0.525261        0.623098        0.591294       -0.333733       -0.443551      0.00101889
     446        0.523686        0.648011        0.623073        -0.36804       -0.443551     0.000858542
     447        0.522115        0.679768        0.743928       -0.358298       -0.443551      0.00158592
     448        0.520548        0.676902        0.646666       -0.392511       -0.443551     0.000814996
     449        0.518987         0.48918        0.668234       -0.209679       -0.443551      0.00145122
     450         0.51743        0.441364        0.603778      -0.0892875       -0.443551      0.00179394
     451        0.515877        0.573328        0.573323       -0.263644       -0.443551      0.00123543
     452         0.51433        0.534119        0.509667       -0.144723       -0.443551      0.00168601
     453        0.512787        0.317484        0.558075        0.180696       -0.443551      0.00251424
     454        0.511248        0.492585        0.431475       0.0620274       -0.443551      0.00249872
     455        0.509715        0.492585        0.431475       0.0620274       -0.443551      0.00512167
     456        0.508185        0.350718        0.338294        0.668358       -0.443551      0.00414915
     457        0.506661        0.415627        0.434509        0.206803       -0.443551      0.00246508
     458        0.505141        0.641111         0.53283       -0.312579       -0.443551      0.00133569
     459        0.503625        0.533151        0.546125       -0.182093       -0.443551       0.0014726
     460        0.502115        0.697639        0.460212       -0.160494       -0.443551      0.00273421
     461        0.500608        0.776402        0.582966       -0.432541       -0.443551     0.000826455
     462        0.499106        0.748577        0.538549       -0.381816       -0.443551      0.00132449
     463        0.497609        0.748577        0.538549       -0.381816       -0.443551      0.00235283
     464        0.496116        0.830733        0.546539       -0.391402       -0.443551      0.00123828
     465        0.494628        0.830733        0.546539       -0.391402       -0.443551      0.00313289
     466        0.493144        0.830733        0.546539       -0.391402       -0.443551      0.00199513
     467        0.491665        0.676266        0.617844       -0.391171       -0.443551     0.000819858
     468         0.49019        0.727796        0.577794       -0.414223       -0.443551     0.000857224
     469        0.488719        0.665214        0.509249       -0.292854       -0.443551        0.001664
     470        0.487253        0.444069        0.582943      -0.0691332       -0.443551       0.0018007
     471        0.485791        0.359347        0.682044      -0.0818734       -0.443551      0.00181611
     472        0.484334        0.234899        0.690459       0.0140219       -0.443551      0.00223057
     473        0.482881        0.435154        0.717354       -0.191782       -0.443551      0.00162222
     474        0.481432        0.459852        0.813963       -0.257267       -0.443551      0.00177267
     475        0.479988        0.237527        0.808544        -0.16403       -0.443551      0.00166875
     476        0.478548        0.192592        0.785998       -0.115767       -0.443551      0.00181505
     477        0.477112         0.01415        0.887669       -0.199119       -0.443551      0.00166722
     478        0.475681        0.159548        0.835477       -0.166599       -0.443551      0.00172914
     479        0.474254        0.104022        0.780565      -0.0862621       -0.443551      0.00189452
     480        0.472831       0.0614659         0.84887       -0.166878       -0.443551      0.00173408
     481        0.471413        0.129812        0.794936       -0.107768       -0.443551      0.00189277
     482        0.469998        0.222685         0.74102      -0.0663028       -0.443551      0.00194821
     483        0.468588       0.0669339        0.805366       -0.114872       -0.443551      0.00187568
     484        0.467183        0.284244        0.861579       -0.221427       -0.443551      0.00167765
     485        0.465781         0.48113        0.930357       -0.261868       -0.443551      0.00271375
     486        0.464384        0.394421        0.856514       -0.250975       -0.443551      0.00174089
     487        0.462991        0.442705         0.78986       -0.243181       -0.443551      0.00147311
     488        0.461602         0.51491        0.768461       -0.277475       -0.443551      0.00142446
     489        0.460217        0.725759        0.808139       -0.311086       -0.443551      0.00250419
     490        0.458836        0.645129        0.731512       -0.351171       -0.443551       0.0013833
     491         0.45746        0.645129        0.731512       -0.351171       -0.443551      0.00132594
     492        0.456087        0.766717        0.700178       -0.403981       -0.443551       0.0015295
     493        0.454719        0.828489        0.629928       -0.436639       -0.443551      0.00101645
     494        0.453355        0.678586        0.535284       -0.346499       -0.443551      0.00136033
     495        0.451995        0.678586        0.535284       -0.346499       -0.443551      0.00298558
     496        0.450639        0.623383        0.562769       -0.319798       -0.443551       0.0012051
     497        0.449287         0.69908        0.652391        -0.40576       -0.443551     0.000815356
     498        0.447939         0.69908        0.652391        -0.40576       -0.443551      0.00128601
     499        0.446595         0.69908        0.652391        -0.40576       -0.443551      0.00340566
     500        0.445255        0.773156        0.726113       -0.382548       -0.443551      0.00183307
     501         0.44392        0.649641        0.730416       -0.356876       -0.443551      0.00133209
     502        0.442588        0.850805        0.796562       -0.242906       -0.443551      0.00390006
     503         0.44126        0.866775        0.796956       -0.219702       -0.443551      0.00400179
     504        0.439936        0.788372        0.813256       -0.271764       -0.443551      0.00334887
     505        0.438616        0.895148        0.776692       -0.223928       -0.443551       0.0037551
     506        0.437301        0.868147        0.764029       -0.286566       -0.443551      0.00314823
     507        0.435989        0.729932        0.682744       -0.408987       -0.443551      0.00121773
     508        0.434681        0.746515        0.731212       -0.380204       -0.443551      0.00173162
     509        0.433377        0.844013        0.654337       -0.425597       -0.443551      0.00132546
     510        0.432077         1.00018        0.640422       -0.260922       -0.443551      0.00237154
     511         0.43078        0.797519        0.690816       -0.410959       -0.443551      0.00150566
     512        0.429488        0.797519        0.690816       -0.410959       -0.443551      0.00129673
     513          0.4282        0.641225        0.613722       -0.358985       -0.443551     0.000933335
     514        0.426915        0.641225        0.613722       -0.358985       -0.443551      0.00147657
     515        0.425634        0.823019        0.635791       -0.440315       -0.443551     0.000958777
     516        0.424357        0.800203         0.73719       -0.365472       -0.443551      0.00218828
     517        0.423084        0.636321        0.803932       -0.316546       -0.443551      0.00217184
     518        0.421815          0.6048        0.874463       -0.275061       -0.443551      0.00275995
     519         0.42055        0.463022        0.934018       -0.251502       -0.443551       0.0026541
     520        0.419288         0.45146         1.00566       -0.211008       -0.443551      0.00426218
     521         0.41803        0.271183         1.06049       -0.218831       -0.443551      0.00378246
     522        0.416776        0.113381         1.04803        -0.23461       -0.443551      0.00305175
     523        0.415526        0.281102         1.07261       -0.198224       -0.443551       0.0039716
     524        0.414279        0.269065         1.00029       -0.250261       -0.443551      0.00272549
     525        0.413036        0.152281         1.09255       -0.203657       -0.443551      0.00414288
     526        0.411797        0.213432         1.08528       -0.197812       -0.443551      0.00404447
     527        0.410562        0.348384         1.12351       -0.114126       -0.443551      0.00577243
     528         0.40933        0.279231         1.09256       -0.183065       -0.443551      0.00427882
     529        0.408102        0.129592         1.00343       -0.248526       -0.443551      0.00243352
     530        0.406878     0.000382649        0.987893       -0.248202       -0.443551      0.00221151
     531        0.405657        0.133441         0.95992       -0.249352       -0.443551      0.00202816
     532         0.40444       0.0191511        0.946327        -0.23475       -0.443551      0.00229399
     533        0.403227        0.169721        0.991782       -0.254479       -0.443551      0.00225271
     534        0.402017        0.113226         1.08009       -0.221759       -0.443551      0.00372703
     535        0.400811       0.0483434         1.04085       -0.244224       -0.443551      0.00291605
     536        0.399609       0.0338592         1.00965       -0.244954       -0.443551      0.00253782
     537         0.39841        0.211028        0.944562       -0.248348       -0.443551      0.00194202
     538        0.397215        0.118281        0.906343       -0.223519       -0.443551       0.0016322
     539        0.396023      0.00439625        0.813046       -0.119158       -0.443551      0.00194806
     540        0.394835       0.0828203        0.751063      -0.0317321       -0.443551      0.00200472
     541         0.39365        0.163153        0.800115       -0.129199       -0.443551      0.00181952
     542        0.392469        0.311398        0.713238      -0.0770188       -0.443551      0.00195784
     543        0.391292        0.311398        0.713238      -0.0770188       -0.443551      0.00215344
     544        0.390118        0.377164        0.662282      -0.0770112       -0.443551      0.00194733
     545        0.388948        0.377164        0.662282      -0.0770112       -0.443551      0.00217426
     546        0.387781        0.204562        0.746241      -0.0657579       -0.443551      0.00201872
     547        0.386618        0.349804        0.787123       -0.190344       -0.443551      0.00165389
     548        0.385458        0.451838        0.823497        -0.25875       -0.443551      0.00167404
     549        0.384301        0.622005        0.901188       -0.248327       -0.443551      0.00307095
     550        0.383148        0.805185        0.910038      -0.0840915       -0.443551        0.005393
     551        0.381999        0.805185        0.910038      -0.0840915       -0.443551      0.00771378
     552        0.380853        0.771858        0.932367      -0.0828021       -0.443551      0.00600642
     553         0.37971        0.652488        0.847182       -0.288463       -0.443551      0.00261729
     554        0.378571        0.723365         0.84676       -0.262386       -0.443551      0.00339448
     555        0.377436        0.535165        0.760472       -0.284635       -0.443551       0.0015055
     556        0.376303        0.372044        0.815362       -0.224114       -0.443551      0.00158543
     557        0.375174          0.2494         0.78318       -0.137347       -0.443551      0.00177884
     558        0.374049        0.344212        0.786735       -0.184186       -0.443551      0.00172658
     559        0.372927        0.195563        0.853442       -0.193038       -0.443551      0.00169991
     560        0.371808        0.343164        0.944863       -0.254996       -0.443551      0.00225797
     561        0.370693         0.46381        0.963875       -0.235639       -0.443551      0.00323908
     562         0.36958        0.307212         1.02613       -0.232919       -0.443551      0.00330381
     563        0.368472         0.13669         1.06563       -0.225261       -0.443551      0.00326937
     564        0.367366       0.0406129         1.02228       -0.250949       -0.443551      0.00244922
     565        0.366264        0.195311         1.04973       -0.229953       -0.443551      0.00310276
     566        0.365165        0.111709        0.968846       -0.251652       -0.443551      0.00214401
     567         0.36407        0.254028        0.962101       -0.248086       -0.443551      0.00233576
     568        0.362978         0.18555         1.04918       -0.235885       -0.443551      0.00336485
     569        0.361889        0.167743         1.07986       -0.212649       -0.443551      0.00367115
     570        0.360803       0.0932414         1.01841       -0.250787       -0.443551      0.00258751
     571        0.359721       0.0100502         1.09577       -0.208683       -0.443551       0.0040281
     572        0.358642        0.116362          1.1383       -0.161125       -0.443551      0.00475498
     573        0.357566         0.17609          1.0889       -0.209489       -0.443551      0.00385819
     574        0.356493         0.31834         1.05247       -0.216139       -0.443551      0.00359255
     575        0.355423        0.369841         1.08723       -0.159056       -0.443551      0.00467824
     576        0.354357         0.24385         1.15846       -0.101306       -0.443551      0.00556043
     577        0.353294        0.196024         1.08118       -0.204172       -0.443551      0.00383821
     578        0.352234        0.253874          1.1356       -0.134064       -0.443551       0.0051716
     579        0.351177        0.255499         1.12761       -0.145014       -0.443551      0.00525206
     580        0.350124        0.199707         1.10262        -0.18185       -0.443551      0.00441644
     581        0.349074        0.199707         1.10262        -0.18185       -0.443551      0.00643501
     582        0.348026        0.321816          1.1747      -0.0380712       -0.443551      0.00643511
     583        0.346982        0.450193          1.2079        0.133172       -0.443551       0.0091466
     584        0.345941        0.521124         1.17014        0.132803       -0.443551       0.0101588
     585        0.344904        0.518725         1.18836        0.174724       -0.443551       0.0100605
     586        0.343869        0.518725         1.18836        0.174724       -0.443551       0.0153042
     587        0.342837        0.682197         1.13951        0.276201       -0.443551       0.0100009
     588        0.341809        0.682197         1.13951        0.276201       -0.443551        0.011664
     589        0.340783        0.632792         1.22119        0.465392       -0.443551       0.0123831
     590        0.339761          0.7523         1.13962        0.427379       -0.443551       0.0119591
     591        0.338742        0.676999         1.18322        0.422098       -0.443551       0.0119402
     592        0.337725        0.665992         1.14383        0.276546       -0.443551       0.0108091
     593        0.336712        0.665992         1.14383        0.276546       -0.443551       0.0134089
     594        0.335702         0.67753         1.14318        0.292211       -0.443551       0.0102268
     595        0.334695        0.606165         1.12596        0.127106       -0.443551      0.00935382
     596        0.333691        0.515796         1.09571      -0.0497708       -0.443551      0.00612393
     597         0.33269         0.46256         1.15358       0.0222724       -0.443551       0.0076966
     598        0.331692          0.5874         1.08113      -0.0147063       -0.443551       0.0072251
     599        0.330697         0.52219         1.06798      -0.0871832       -0.443551      0.00607984
     600        0.329705        0.526724         1.08431      -0.0606606       -0.443551      0.00629907
     601        0.328715        0.649364         1.07957       0.0544703       -0.443551       0.0074327
     602        0.327729        0.605286         1.07703        0.011345       -0.443551      0.00790496
     603        0.326746        0.448688         1.10005      -0.0974667       -0.443551      0.00564103
     604        0.325766        0.448688         1.10005      -0.0974667       -0.443551       0.0082256
     605        0.324789        0.578469         1.11186       0.0421991       -0.443551      0.00747865
     606        0.323814        0.623848         1.13474        0.171644       -0.443551      0.00878885
     607        0.322843        0.551939         1.17324        0.167976       -0.443551      0.00884938
     608        0.321874        0.450885         1.16061         0.02612       -0.443551      0.00712854
     609        0.320909        0.355891         1.13009      -0.0996044       -0.443551      0.00563633
     610        0.319946         0.46425         1.12032       -0.040738       -0.443551      0.00646907
     611        0.318986         0.46744         1.08975      -0.0943658       -0.443551      0.00571821
     612        0.318029        0.423808         1.07107       -0.161679       -0.443551      0.00489802
     613        0.317075        0.530029         1.00281       -0.178918       -0.443551      0.00469047
     614        0.316124        0.530029         1.00281       -0.178918       -0.443551      0.00713121
     615        0.315175        0.470567         1.04693       -0.156077       -0.443551      0.00500919
     616         0.31423        0.341662         1.11629       -0.119411       -0.443551      0.00524895
     617        0.313287        0.466031         1.12607      -0.0286481       -0.443551      0.00696775
     618        0.312347        0.485075         1.17674        0.107581       -0.443551      0.00832615
     619         0.31141        0.369356         1.22819        0.138606       -0.443551      0.00961219
     620        0.310476         0.32176         1.20656       0.0465967       -0.443551       0.0081532
     621        0.309545        0.322366          1.2243        0.065672       -0.443551      0.00856344
     622        0.308616        0.196242         1.28548        0.201056       -0.443551       0.0103447
     623         0.30769        0.236371         1.25661        0.127889       -0.443551      0.00945883
     624        0.306767        0.236371         1.25661        0.127889       -0.443551       0.0110994
     625        0.305847        0.199959         1.26862        0.135054       -0.443551      0.00939151
     626        0.304929        0.274707         1.21735        0.028602       -0.443551      0.00784603
     627        0.304014        0.273991         1.27524        0.179551       -0.443551       0.0104927
     628        0.303102        0.322542          1.2913        0.268021       -0.443551       0.0118927
     629        0.302193        0.296997         1.22603       0.0594075       -0.443551      0.00806652
     630        0.301287        0.252909         1.24212       0.0821148       -0.443551      0.00851084
     631        0.300383        0.365798         1.25244        0.195937       -0.443551       0.0100188
     632        0.299482        0.244028         1.25882        0.121503       -0.443551      0.00928535
     633        0.298583         0.10509          1.2807        0.117317       -0.443551      0.00894524
     634        0.297687        0.124923         1.28332        0.144278       -0.443551       0.0101964
     635        0.296794       0.0198592         1.28914        0.152023       -0.443551      0.00971076
     636        0.295904         0.04655         1.22612     -0.00331726       -0.443551      0.00761561
     637        0.295016       0.0490718         1.21253       -0.028683       -0.443551      0.00700689
     638        0.294131       0.0490718         1.21253       -0.028683       -0.443551      0.00901544
     639        0.293249        0.107807         1.20871      -0.0489574       -0.443551      0.00677429
     640        0.292369        0.219037         1.21915       0.0145495       -0.443551      0.00754518
     641        0.291492        0.339309         1.20491       0.0549881       -0.443551      0.00837832
     642        0.290617        0.333515         1.25245        0.161994       -0.443551      0.00947644
     643        0.289746        0.246252         1.28364        0.192627       -0.443551      0.00956258
     644        0.288876        0.127684         1.27792        0.137252       -0.443551       0.0095802
     645         0.28801        0.123753         1.27843        0.130737       -0.443551      0.00911874
     646        0.287146        0.123753         1.27843        0.130737       -0.443551       0.0106866
     647        0.286284        0.123753         1.27843        0.130737       -0.443551       0.0122736
     648        0.285425        0.123753         1.27843        0.130737       -0.443551       0.0112773
     649        0.284569        0.123753         1.27843        0.130737       -0.443551      0.00964742
     650        0.283715        0.193077         1.27048        0.130144       -0.443551      0.00924763
     651        0.282864        0.219205         1.32734        0.313729       -0.443551       0.0112439
     652        0.282016        0.201086         1.33593        0.389354       -0.443551       0.0131975
     653         0.28117        0.330808         1.32891         0.42556       -0.443551       0.0142518
     654        0.280326        0.330808         1.32891         0.42556       -0.443551       0.0186381
     655        0.279485        0.208054         1.33197        0.355711       -0.443551       0.0119614
     656        0.278647        0.208054         1.33197        0.355711       -0.443551       0.0156789
     657        0.277811        0.189627         1.30107        0.206433       -0.443551          0.0101
     658        0.276977        0.149952         1.27303        0.127367       -0.443551      0.00888636
     659        0.276146       0.0220358         1.31516        0.209354       -0.443551       0.0095829
     660        0.275318      0.00551841         1.24907       0.0267037       -0.443551      0.00770397
     661        0.274492        0.104855         1.23293       0.0105634       -0.443551      0.00822478
     662        0.273668         0.15376         1.20193      -0.0579975       -0.443551      0.00648115
     663        0.272847        0.138935         1.13661       -0.167284       -0.443551      0.00469285
     664        0.272029        0.204762         1.13238        -0.15172       -0.443551      0.00487469
     665        0.271213        0.284034           1.071       -0.206874       -0.443551      0.00385791
     666        0.270399        0.212431         1.11529       -0.170202       -0.443551       0.0048036
     667        0.269588        0.242881         1.12455       -0.153848       -0.443551      0.00474731
     668        0.268779        0.200066         1.17382      -0.0902385       -0.443551      0.00571987
     669        0.267973        0.327414         1.16937       -0.045108       -0.443551      0.00653326
     670        0.267169        0.306226         1.21157       0.0349147       -0.443551      0.00768684
     671        0.266367        0.291318         1.20517     -0.00316366       -0.443551       0.0068366
     672        0.265568        0.289298         1.25063        0.121035       -0.443551      0.00885831
     673        0.264772        0.236509         1.22967       0.0431456       -0.443551       0.0077179
     674        0.263977        0.319311         1.17091      -0.0523432       -0.443551      0.00666003
     675        0.263185        0.384327         1.12799      -0.0812688       -0.443551      0.00593747
     676        0.262396        0.306805         1.08758       -0.174444       -0.443551      0.00463519
     677        0.261609         0.28549         1.11793       -0.149182       -0.443551      0.00514156
     678        0.260824        0.317424         1.17783      -0.0235317       -0.443551      0.00743005
     679        0.260041        0.417875         1.18149        0.052694       -0.443551      0.00856367
     680        0.259261        0.500405         1.12658       0.0116663       -0.443551      0.00704275
     681        0.258483        0.456485         1.17918       0.0747766       -0.443551      0.00826848
     682        0.257708        0.456485         1.17918       0.0747766       -0.443551       0.0100385
     683        0.256935        0.448731         1.13162      -0.0304599       -0.443551      0.00671079
     684        0.256164        0.473414         1.10911      -0.0576443       -0.443551      0.00597366
     685        0.255396        0.428612         1.11684      -0.0720029       -0.443551      0.00630748
     686        0.254629        0.528857         1.16531        0.117684       -0.443551      0.00917948
     687        0.253866        0.464376         1.10651      -0.0627566       -0.443551      0.00730274
     688        0.253104        0.464376         1.10651      -0.0627566       -0.443551      0.00694686
     689        0.252345        0.450021         1.08356        -0.11733       -0.443551      0.00541675
     690        0.251588         0.57223         1.12033       0.0667259       -0.443551      0.00813116
     691        0.250833        0.515994         1.15962       0.0945707       -0.443551      0.00858806
     692         0.25008        0.515994         1.15962       0.0945707       -0.443551        0.009779
     693         0.24933         0.41284         1.22149        0.159691       -0.443551      0.00923175
     694        0.248582        0.393763         1.19948       0.0670327       -0.443551      0.00769053
     695        0.247836        0.393763         1.19948       0.0670327       -0.443551      0.00918773
     696        0.247093        0.281656         1.17468      -0.0526159       -0.443551      0.00665149
     697        0.246352        0.194731         1.20256      -0.0357183       -0.443551      0.00690143
     698        0.245613        0.157207         1.21093      -0.0352186       -0.443551      0.00646269
     699        0.244876        0.174808         1.23895       0.0370234       -0.443551      0.00797283
     700        0.244141        0.129638         1.25768       0.0776321       -0.443551      0.00851297
     701        0.243409       0.0378008         1.26521       0.0795073       -0.443551      0.00819948
     702        0.242678       0.0938502         1.30557        0.212959       -0.443551       0.0105527
     703         0.24195        0.102493         1.28904        0.157428       -0.443551      0.00987431
     704        0.241225        0.196859         1.25955         0.11617       -0.443551      0.00878272
     705        0.240501         0.26757         1.24244       0.0823808       -0.443551      0.00770689
     706        0.239779        0.347239         1.19484       0.0192977       -0.443551      0.00752997
     707         0.23906        0.301544         1.20323        0.013393       -0.443551      0.00725643
     708        0.238343        0.236504         1.25313         0.10685       -0.443551      0.00905594
     709        0.237628        0.236504         1.25313         0.10685       -0.443551       0.0107668
     710        0.236915         0.23639         1.22699       0.0341872       -0.443551      0.00818522
     711        0.236204        0.207645         1.23784       0.0459994       -0.443551      0.00805403
     712        0.235496        0.196502         1.20286      -0.0363476       -0.443551      0.00654592
     713        0.234789        0.196502         1.20286      -0.0363476       -0.443551      0.00818477
     714        0.234085        0.288176         1.17215      -0.0636303       -0.443551      0.00641263
     715        0.233382        0.184384         1.14427       -0.144187       -0.443551      0.00513658
     716        0.232682        0.119577         1.10381       -0.197253       -0.443551      0.00418605
     717        0.231984        0.230038         1.06536       -0.214679       -0.443551      0.00370274
     718        0.231288        0.255378         1.07118       -0.205365       -0.443551      0.00378646
     719        0.230594        0.143145         1.02558       -0.245085       -0.443551      0.00275622
     720        0.229903       0.0673686         1.02899       -0.246061       -0.443551      0.00268125
     721        0.229213        0.022925        0.998651       -0.248522       -0.443551      0.00220449
     722        0.228525       0.0125959        0.956779        -0.24154       -0.443551      0.00189768
     723         0.22784       0.0128692        0.914747       -0.220642       -0.443551      0.00174767
     724        0.227156       0.0103578        0.919056       -0.231608       -0.443551      0.00172206
     725        0.226475       0.0383768        0.945946       -0.242943       -0.443551      0.00183412
     726        0.225795       0.0487327        0.998609       -0.244702       -0.443551       0.0024011
     727        0.225118       0.0533189        0.982343        -0.24825       -0.443551      0.00214874
     728        0.224443       0.0855539        0.927935       -0.231992       -0.443551      0.00174814
     729        0.223769        0.117998        0.917883        -0.22892       -0.443551      0.00174511
     730        0.223098       0.0660274        0.905886       -0.215859       -0.443551      0.00177818
     731        0.222429      0.00713288         0.85656       -0.171685       -0.443551      0.00178603
     732        0.221761       0.0986558        0.820781       -0.139164       -0.443551      0.00180748
     733        0.221096       0.0980483        0.871453         -0.1909       -0.443551      0.00168603
     734        0.220433      0.00448255        0.836079       -0.151677       -0.443551      0.00178194
     735        0.219771       0.0840637        0.813461       -0.127131       -0.443551      0.00181975
     736        0.219112         0.11855        0.789252       -0.101172       -0.443551      0.00189275
     737        0.218455       0.0230987        0.829026        -0.14004       -0.443551      0.00177182
     738        0.217799        0.100919        0.838681        -0.15905       -0.443551      0.00172023
     739        0.217146        0.204684        0.866082       -0.200893       -0.443551      0.00173952
     740        0.216495        0.307985        0.896826       -0.242576       -0.443551      0.00186331
     741        0.215845        0.294911        0.849894       -0.217037       -0.443551      0.00181502
     742        0.215198        0.298878        0.804815       -0.183611       -0.443551      0.00172532
     743        0.214552        0.298878        0.804815       -0.183611       -0.443551      0.00178319
     744        0.213908        0.367591        0.801774       -0.211155       -0.443551      0.00164788
     745        0.213267        0.449109        0.853792       -0.265743       -0.443551      0.00187157
     746        0.212627        0.410161         0.81094       -0.234334       -0.443551      0.00163028
     747        0.211989        0.339528        0.805053       -0.198497       -0.443551      0.00175462
     748        0.211353        0.282693        0.816642       -0.184881       -0.443551      0.00169544
     749        0.210719        0.294776        0.854793       -0.220175       -0.443551       0.0017169
     750        0.210087        0.197699        0.865859       -0.201148       -0.443551      0.00177967
     751        0.209457        0.289975        0.906001       -0.243896       -0.443551      0.00185471
     752        0.208828        0.289975        0.906001       -0.243896       -0.443551       0.0017518
     753        0.208202        0.288448        0.915277       -0.246934       -0.443551       0.0018289
     754        0.207577        0.389415        0.963792       -0.249635       -0.443551      0.00277455
     755        0.206954        0.322385         1.00373        -0.23956       -0.443551      0.00301078
     756        0.206333        0.322385         1.00373        -0.23956       -0.443551      0.00350074
     757        0.205714        0.370856        0.975517       -0.245236       -0.443551      0.00272819
     758        0.205097        0.304133        0.942953       -0.251828       -0.443551      0.00221965
     759        0.204482        0.209202        0.959622       -0.247404       -0.443551      0.00205306
     760        0.203869        0.169841        0.939862       -0.241274       -0.443551       0.0019773
     761        0.203257       0.0814274        0.891796       -0.205943       -0.443551      0.00175286
     762        0.202647        0.155442        0.844338       -0.177514       -0.443551      0.00170287
     763        0.202039        0.252808        0.804031       -0.160867       -0.443551      0.00167006
     764        0.201433        0.195032        0.803802       -0.141161       -0.443551      0.00169249
     765        0.200829        0.127518        0.771873      -0.0759195       -0.443551      0.00192216
     766        0.200226       0.0932625        0.731098      0.00302845       -0.443551      0.00215369
     767        0.199626       0.0450388        0.765797      -0.0492261       -0.443551      0.00206632
     768        0.199027        0.118485         0.80018       -0.117569       -0.443551      0.00179481
     769         0.19843       0.0569577        0.772184       -0.060625       -0.443551      0.00201247
     770        0.197834      0.00104406        0.763958      -0.0447516       -0.443551       0.0020388
     771        0.197241       0.0206637        0.748794      -0.0182793       -0.443551      0.00218081
     772        0.196649       0.0206637        0.748794      -0.0182793       -0.443551      0.00231324
     773        0.196059       0.0649534        0.743832       -0.016437       -0.443551        0.002094
     774        0.195471       0.0198594        0.790201      -0.0885624       -0.443551      0.00192411
     775        0.194885        0.037509        0.780029      -0.0734497       -0.443551      0.00201755
     776          0.1943       0.0681135        0.824616       -0.141842       -0.443551      0.00176809
     777        0.193717       0.0621337        0.856813       -0.170413       -0.443551      0.00172623
     778        0.193136       0.0106634        0.828248       -0.141475       -0.443551      0.00183472
     779        0.192557       0.0256409        0.835424       -0.152881       -0.443551      0.00185924
     780        0.191979       0.0399068        0.842761       -0.158122       -0.443551      0.00184661
     781        0.191403      0.00996113        0.865944       -0.182402       -0.443551      0.00179012
     782        0.190829        0.101346        0.850298       -0.171887       -0.443551       0.0017519
     783        0.190256       0.0411459        0.814326       -0.122202       -0.443551      0.00186089
     784        0.189685      0.00363835        0.806291       -0.108282       -0.443551      0.00189444
     785        0.189116       0.0231961         0.78291      -0.0772399       -0.443551      0.00206526
     786        0.188549        0.054729        0.743606      -0.0135244       -0.443551      0.00214936
     787        0.187983       0.0648202        0.712571       0.0442485       -0.443551      0.00233542
     788        0.187419       0.0467972        0.719276        0.030478       -0.443551      0.00226845
     789        0.186857       0.0145016        0.739959     -0.00210072       -0.443551       0.0021762
     790        0.186297       0.0145016        0.739959     -0.00210072       -0.443551      0.00238151
     791        0.185738       0.0463015        0.739136      -0.0029526       -0.443551      0.00209303
     792        0.185181        0.131424        0.699347       0.0544615       -0.443551      0.00227641
     793        0.184625        0.131424        0.699347       0.0544615       -0.443551      0.00242437
     794        0.184071       0.0400508        0.702812       0.0688608       -0.443551        0.002362
     795        0.183519       0.0108931        0.738606     -0.00123507       -0.443551      0.00224589
     796        0.182968       0.0457962        0.771151      -0.0573011       -0.443551      0.00196315
     797        0.182419        0.121603        0.748956      -0.0365997       -0.443551      0.00214405
     798        0.181872       0.0951283        0.766433      -0.0545474       -0.443551      0.00194898
     799        0.181327       0.0951283        0.766433      -0.0545474       -0.443551      0.00220857
     800        0.180783        0.107366        0.763835      -0.0588413       -0.443551      0.00200091
     801         0.18024       0.0848789        0.744365      -0.0146456       -0.443551      0.00199488
     802          0.1797      0.00288823        0.730411       0.0149887       -0.443551      0.00221303
     803         0.17916      0.00873245        0.758524      -0.0403048       -0.443551      0.00204721
     804        0.178623        0.029396        0.755699      -0.0305103       -0.443551      0.00201585
     805        0.178087       0.0228442        0.767728      -0.0502317       -0.443551      0.00202261
     806        0.177553       0.0310677        0.746326      -0.0153546       -0.443551      0.00210045
     807         0.17702       0.0310677        0.746326      -0.0153546       -0.443551      0.00228954
     808        0.176489       0.0115049        0.775612      -0.0638444       -0.443551      0.00193046
     809         0.17596       0.0834625         0.73514    -0.000326317       -0.443551      0.00211159
     810        0.175432        0.136714         0.77626       -0.082518       -0.443551      0.00194595
     811        0.174905         0.14547        0.787618        -0.10486       -0.443551      0.00186761
     812        0.174381         0.15179        0.828987       -0.156929       -0.443551      0.00177416
     813        0.173858        0.158035        0.829028       -0.158972       -0.443551      0.00171173
     814        0.173336        0.211449        0.858937       -0.199038       -0.443551      0.00177681
     815        0.172816        0.216608        0.833631       -0.181284       -0.443551      0.00160427
