#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.997015    0.997015           0
           2     1.06987     1.03344   0.0257594
           3     1.14059     1.06916   0.0338413
           4     1.17046     1.09448   0.0335442
           5     1.21065     1.11772   0.0339407
           6     1.21292     1.13358   0.0317772
           7     1.20539     1.14384   0.0288458
           8      1.2241     1.15387   0.0269281
           9      1.2206     1.16129   0.0249358
          10     1.23638      1.1688   0.0235457
          11     1.23447     1.17477   0.0221492
          12     1.21522     1.17814   0.0205584
          13     1.23127     1.18223    0.019379
          14     1.25148     1.18717   0.0186155
          15     1.24523     1.19104   0.0177723
          16     1.23019     1.19349   0.0168291
          17     1.26946     1.19796   0.0164217
          18     1.23187     1.19984   0.0156171
          19     1.20376     1.20005   0.0147965
          20     1.20673     1.20038   0.0140604
          21     1.20499      1.2006   0.0133926
          22      1.2078     1.20093   0.0127878
          23     1.19769     1.20079   0.0122326
          24     1.20884     1.20112   0.0117275
          25      1.2142     1.20165   0.0112701
          26     1.20832      1.2019   0.0108395
          27     1.20043     1.20185   0.0104382
          28     1.21548     1.20234   0.0100768
          29     1.21299      1.2027  0.00973599
          30     1.21234     1.20302  0.00941676
          31     1.22631     1.20378   0.0091429
          32     1.24285       1.205  0.00893835
          33     1.23051     1.20577  0.00870087
          34       1.244     1.20689  0.00851731
          35     1.22349     1.20737  0.00828715
          36     1.23523     1.20814  0.00809299
          37     1.26354     1.20964  0.00801159
          38     1.26354     1.21106  0.00792531
          39     1.24186     1.21185  0.00776136
          40     1.24243     1.21261  0.00760488
          41     1.25692     1.21369  0.00749578
          42      1.2448     1.21443  0.00735382
          43     1.23826     1.21499  0.00720364
          44     1.23531     1.21545  0.00705471
          45     1.23089     1.21579  0.00690627
          46      1.2341     1.21619   0.0067676
          47     1.25091     1.21693  0.00666381
          48     1.24272     1.21747  0.00654661
          49     1.25264     1.21818  0.00645223
          50     1.25894       1.219  0.00637446
          51     1.22738     1.21916  0.00625158
          52     1.22293     1.21924  0.00613178
          53     1.22406     1.21933  0.00601676
          54     1.23049     1.21953  0.00590889
          55     1.22355     1.21961  0.00580191
          56     1.27778     1.22065  0.00579056
          57     1.26363      1.2214  0.00573786
          58     1.25489     1.22198   0.0056679
          59     1.25282      1.2225   0.0055959
          60     1.23104     1.22264  0.00550444
          61     1.24618     1.22303  0.00542771
          62     1.24214     1.22334  0.00534891
          63     1.23882     1.22358  0.00526965
          64     1.25068     1.22401  0.00520429
          65     1.24594     1.22434  0.00513516
          66     1.22592     1.22437  0.00505741
          67     1.21999      1.2243  0.00498234
          68     1.22868     1.22437  0.00490949
          69      1.2239     1.22436  0.00483834
          70     1.20002     1.22401   0.0047817
          71     1.19679     1.22363   0.0047297
          72     1.20183     1.22333  0.00467369
          73     1.21006     1.22314   0.0046132
          74     1.20731     1.22293  0.00455582
          75      1.2432      1.2232  0.00450309
          76     1.24288     1.22346  0.00445128
          77     1.24372     1.22372  0.00440124
          78     1.27465     1.22438  0.00439297
          79     1.29331     1.22525  0.00442318
          80     1.29625     1.22614  0.00445604
          81     1.26342      1.2266  0.00442474
          82     1.25326     1.22692  0.00438271
          83     1.23914     1.22707  0.00433238
          84     1.21155     1.22688  0.00428474
          85       1.258     1.22725  0.00424994
          86     1.21607     1.22712  0.00420251
          87     1.20818      1.2269  0.00415984
          88      1.2225     1.22685  0.00411287
          89     1.19377     1.22648  0.00408342
          90     1.19405     1.22612  0.00405391
          91     1.21622     1.22601  0.00401082
          92     1.24985     1.22627  0.00397559
          93     1.21192     1.22612  0.00393583
          94     1.21216     1.22597  0.00389676
          95     1.22855     1.22599  0.00385584
          96     1.23459     1.22608  0.00381671
          97     1.23644     1.22619  0.00377886
          98      1.2419     1.22635   0.0037437
          99     1.26469     1.22674  0.00372586
         100     1.25768     1.22705  0.00370143
         101     1.27048     1.22748  0.00368968
         102     1.25537     1.22775  0.00366363
         103     1.26822     1.22814  0.00364907
         104     1.25433      1.2284  0.00362266
         105     1.23136     1.22842  0.00358827
         106     1.23664      1.2285  0.00355525
         107     1.23124     1.22853  0.00352212
         108     1.26286     1.22885  0.00350382
         109     1.22184     1.22878  0.00347227
         110     1.19411     1.22847  0.00345498
         111     1.20125     1.22822  0.00343254
         112     1.21179     1.22807  0.00340502
         113     1.23433     1.22813  0.00337534
         114     1.28215      1.2286  0.00337883
         115     1.28935     1.22913  0.00339049
         116      1.2338     1.22917   0.0033615
         117     1.22262     1.22912  0.00333324
         118     1.25021     1.22929  0.00330978
         119     1.27137     1.22965   0.0033008
         120     1.23837     1.22972   0.0032741
         121       1.236     1.22977  0.00324745
         122     1.26028     1.23002  0.00323044
         123     1.24747     1.23016  0.00320729
         124     1.23213     1.23018  0.00318147
         125     1.25645     1.23039  0.00316295
         126     1.28284     1.23081  0.00316512
         127     1.29482     1.23131  0.00318007
         128     1.30211     1.23186  0.00320297
         129     1.28184     1.23225  0.00320149
         130     1.26731     1.23252   0.0031882
         131     1.26443     1.23276  0.00317315
         132     1.23629     1.23279  0.00314922
         133     1.25849     1.23298  0.00313147
         134     1.26966     1.23326  0.00312004
         135     1.26393     1.23349  0.00310519
         136     1.24614     1.23358  0.00308375
         137     1.26883     1.23384  0.00307196
         138     1.27042      1.2341  0.00306112
         139     1.25736     1.23427  0.00304366
         140     1.24958     1.23438  0.00302389
         141     1.27074     1.23464  0.00301341
         142     1.30358     1.23512  0.00303105
         143     1.26869     1.23536  0.00301893
         144     1.26239     1.23554   0.0030038
         145     1.23982     1.23557  0.00298323
         146     1.21909     1.23546  0.00296493
         147     1.21028     1.23529   0.0029497
         148     1.21655     1.23516  0.00293249
         149     1.22264     1.23508  0.00291401
         150     1.24277     1.23513  0.00289503
         151     1.19507     1.23486  0.00288799
         152     1.18148     1.23451  0.00289027
         153      1.1832     1.23418  0.00289077
         154      1.1719     1.23377  0.00290015
         155     1.18577     1.23346  0.00289792
         156      1.2168     1.23336  0.00288131
         157     1.21078     1.23321  0.00286655
         158     1.20412     1.23303  0.00285431
         159     1.22359     1.23297  0.00283698
         160     1.22157      1.2329  0.00282014
         161     1.21226     1.23277  0.00280553
         162     1.22679     1.23273  0.00278846
         163     1.24996     1.23284  0.00277335
         164     1.22213     1.23277  0.00275721
         165     1.24494     1.23285  0.00274149
         166     1.23832     1.23288  0.00272517
         167      1.2393     1.23292  0.00270912
         168      1.2391     1.23296  0.00269325
         169     1.21455     1.23285  0.00267951
         170     1.21493     1.23274  0.00266582
         171     1.18513     1.23246  0.00266473
         172     1.18959     1.23221  0.00266087
         173     1.24493     1.23229  0.00264651
         174     1.23653     1.23231  0.00263141
         175     1.23954     1.23235   0.0026167
         176     1.24373     1.23242  0.00260263
         177     1.25019     1.23252  0.00258986
         178     1.24173     1.23257  0.00257583
         179     1.21982      1.2325  0.00256242
         180     1.18985     1.23226  0.00255912
         181     1.18824     1.23202  0.00255651
         182     1.17314     1.23169  0.00256285
         183     1.16906     1.23135  0.00257159
         184     1.19483     1.23115  0.00256527
         185     1.20172     1.23099  0.00255633
         186      1.2071     1.23087  0.00254581
         187     1.19666     1.23068  0.00253876
         188     1.23009     1.23068  0.00252526
         189     1.26219     1.23085  0.00251739
         190     1.23599     1.23087  0.00250429
         191     1.26643     1.23106  0.00249808
         192     1.25802      1.2312  0.00248901
         193     1.18947     1.23098  0.00248549
         194     1.21488      1.2309  0.00247407
         195     1.22119     1.23085  0.00246188
         196     1.26228     1.23101  0.00245454
         197     1.26332     1.23118  0.00244755
         198     1.23687      1.2312  0.00243536
         199     1.22948      1.2312  0.00242313
         200     1.21533     1.23112  0.00241232
         201     1.19722     1.23095   0.0024062
         202     1.23387     1.23096  0.00239434
         203     1.23286     1.23097  0.00238256
         204     1.20599     1.23085  0.00237402
         205     1.20895     1.23074  0.00236485
         206     1.25155     1.23084  0.00235552
         207     1.26298       1.231  0.00234925
         208     1.22404     1.23097   0.0023382
         209     1.20067     1.23082   0.0023315
         210     1.19225     1.23064  0.00232762
         211     1.21856     1.23058  0.00231729
         212     1.24712     1.23066  0.00230767
         213     1.24985     1.23075   0.0022986
         214     1.24814     1.23083  0.00228929
         215      1.2399     1.23087  0.00227903
         216     1.23939     1.23091  0.00226882
         217     1.20183     1.23078  0.00226232
         218     1.17646     1.23053  0.00226562
         219     1.17986      1.2303  0.00226706
         220     1.19392     1.23013  0.00226278
         221      1.2142     1.23006  0.00225368
         222     1.23424     1.23008  0.00224361
         223     1.22219     1.23004  0.00223383
         224     1.21983        1.23  0.00222432
         225      1.2098     1.22991  0.00221624
         226     1.19055     1.22973  0.00221327
         227     1.23059     1.22974  0.00220352
         228     1.27342     1.22993  0.00220217
         229     1.25925     1.23006  0.00219628
         230     1.25707     1.23017  0.00218987
         231     1.24417     1.23023  0.00218122
         232     1.19195     1.23007  0.00217806
         233     1.19978     1.22994  0.00217258
         234     1.21211     1.22986  0.00216464
         235     1.20872     1.22977  0.00215729
         236     1.22334     1.22975  0.00214832
         237     1.20651     1.22965  0.00214149
         238     1.18115     1.22944  0.00214217
         239      1.1776     1.22923  0.00214416
         240      1.1823     1.22903  0.00214412
         241     1.18337     1.22884  0.00214358
         242     1.16843     1.22859  0.00214921
         243     1.17338     1.22837  0.00215234
         244     1.20422     1.22827  0.00214579
         245     1.21077     1.22819  0.00213822
         246     1.20061     1.22808  0.00213247
         247     1.20333     1.22798  0.00212619
         248     1.21325     1.22792  0.00211844
         249     1.20539     1.22783  0.00211187
         250     1.17645     1.22763   0.0021134
         251     1.19225     1.22749  0.00210967
         252     1.19398     1.22735  0.00210548
         253      1.1946     1.22722  0.00210114
         254     1.18646     1.22706  0.00209898
         255     1.19405     1.22693  0.00209474
         256     1.19605     1.22681  0.00209003
         257       1.215     1.22677   0.0020824
         258     1.17872     1.22658  0.00208264
         259      1.2049      1.2265  0.00207628
         260      1.2034     1.22641   0.0020702
         261      1.2359     1.22644  0.00206259
         262      1.2742     1.22663  0.00206275
         263     1.27215      1.2268  0.00206216
         264     1.25363      1.2269  0.00205685
         265     1.23277     1.22692  0.00204921
         266     1.19919     1.22682  0.00204415
         267     1.21365     1.22677  0.00203709
         268     1.21424     1.22672  0.00203003
         269     1.23109     1.22674  0.00202255
         270     1.23281     1.22676  0.00201518
         271     1.23395     1.22679  0.00200792
         272     1.20935     1.22672  0.00200156
         273     1.18586     1.22657  0.00199982
         274     1.20118     1.22648  0.00199467
         275     1.23063      1.2265  0.00198747
         276     1.22885     1.22651  0.00198029
         277     1.25441     1.22661   0.0019757
         278     1.24806     1.22668   0.0019701
         279     1.20705     1.22661  0.00196429
         280     1.22794     1.22662  0.00195728
