#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.956636    0.956636           0
           2     1.02718    0.991907   0.0249405
           3      1.0996      1.0278   0.0336968
           4     1.12931     1.05318   0.0334916
           5     1.17054     1.07665   0.0340387
           6     1.18114     1.09407   0.0325167
           7     1.16964     1.10486   0.0296096
           8      1.1712     1.11316   0.0270447
           9     1.16385     1.11879   0.0246193
          10     1.15004     1.12191   0.0223549
          11     1.18008      1.1272   0.0209386
          12     1.13875     1.12816   0.0192159
          13     1.13152     1.12842   0.0177394
          14     1.20467     1.13387   0.0172883
          15     1.21528      1.1393   0.0169663
          16     1.20782     1.14358   0.0164376
          17     1.20564     1.14723   0.0158709
          18     1.21873      1.1512   0.0154783
          19     1.21103     1.15435   0.0149805
          20     1.17894     1.15558   0.0142818
          21     1.18821     1.15713    0.013686
          22     1.19428     1.15882   0.0131676
          23     1.21163     1.16112   0.0127937
          24      1.2104     1.16317   0.0124244
          25     1.20617     1.16489   0.0120458
          26     1.19648     1.16611   0.0116436
          27     1.18286     1.16673   0.0112289
          28       1.178     1.16713   0.0108351
          29     1.18799     1.16785   0.0104853
          30     1.20883     1.16922   0.0102244
          31     1.22304     1.17095   0.0100409
          32     1.21978     1.17248  0.00984244
          33     1.22541     1.17408  0.00967401
          34     1.21039     1.17515  0.00944824
          35     1.22146     1.17647  0.00927048
          36     1.22843     1.17792   0.0091246
          37     1.19133     1.17828  0.00888519
          38     1.18393     1.17843  0.00865261
          39     1.18018     1.17847  0.00843087
          40     1.14467     1.17763  0.00826233
          41     1.15762     1.17714  0.00807521
          42     1.19329     1.17752   0.0078921
          43     1.17775     1.17753  0.00770856
          44     1.15936     1.17712  0.00754441
          45     1.15826      1.1767  0.00738839
          46     1.21283     1.17748  0.00726942
          47     1.24936     1.17901  0.00727383
          48      1.2725     1.18096  0.00737843
          49     1.24538     1.18227  0.00734403
          50     1.24215     1.18347  0.00729411
          51      1.2284     1.18435  0.00720411
          52     1.22815     1.18519  0.00711464
          53     1.20369     1.18554  0.00698895
          54     1.21557      1.1861  0.00688161
          55     1.22168     1.18675  0.00678683
          56     1.21633     1.18728  0.00668617
          57     1.18459     1.18723  0.00656903
          58     1.15864     1.18674  0.00647424
          59     1.21391      1.1872  0.00638088
          60     1.21429     1.18765  0.00629049
          61     1.20814     1.18798  0.00619632
          62     1.23419     1.18873  0.00614104
          63     1.21407     1.18913  0.00605673
          64     1.25361     1.19014   0.0060453
          65     1.26577      1.1913  0.00606324
          66      1.2383     1.19201  0.00601303
          67      1.2359     1.19267  0.00595885
          68     1.24583     1.19345  0.00592228
          69     1.23738     1.19409  0.00587057
          70     1.26323     1.19507   0.0058692
          71     1.26876     1.19611  0.00587757
          72      1.2473     1.19682  0.00583878
          73     1.22023     1.19714  0.00576759
          74     1.21846     1.19743  0.00569684
          75     1.22197     1.19776  0.00563027
          76     1.19654     1.19774  0.00555621
          77      1.1903     1.19765  0.00548489
          78     1.19337     1.19759  0.00541485
          79     1.20111     1.19764  0.00534649
          80     1.18393     1.19747   0.0052824
          81     1.19182      1.1974  0.00521764
          82      1.2557     1.19811  0.00520224
          83     1.24818     1.19871  0.00517442
          84     1.21631     1.19892  0.00511706
          85     1.22727     1.19925  0.00506772
          86     1.23922     1.19972  0.00503006
          87     1.23169     1.20009  0.00498565
          88     1.21781     1.20029  0.00493306
          89     1.19482     1.20023  0.00487801
          90     1.21357     1.20037  0.00482607
          91     1.22781     1.20067  0.00478245
          92     1.23157     1.20101  0.00474224
          93     1.20199     1.20102  0.00469126
          94     1.20291     1.20104   0.0046414
          95     1.21138     1.20115  0.00459381
          96     1.19977     1.20114  0.00454598
          97      1.2075      1.2012  0.00449959
          98     1.17502     1.20093   0.0044616
          99      1.1935     1.20086  0.00441716
         100     1.18212     1.20067  0.00437697
         101     1.17829     1.20045  0.00433923
         102     1.15998     1.20005   0.0043148
         103     1.17653     1.19983  0.00427894
         104     1.19166     1.19975  0.00423852
         105     1.21642     1.19991  0.00420113
         106     1.21213     1.20002  0.00416307
         107     1.17674      1.1998  0.00412985
         108     1.17332     1.19956  0.00409888
         109     1.18836     1.19946  0.00406257
         110     1.17063     1.19919  0.00403408
         111     1.16694      1.1989  0.00400818
         112     1.15069     1.19847  0.00399545
         113     1.13113     1.19788  0.00400429
         114     1.14103     1.19738  0.00400009
         115     1.18559     1.19727  0.00396662
         116     1.19018     1.19721  0.00393289
         117     1.18036     1.19707  0.00390192
         118     1.15252     1.19669  0.00388707
         119     1.16966     1.19646  0.00386104
         120     1.16946     1.19624  0.00383542
         121      1.1944     1.19622  0.00380375
         122     1.22399     1.19645  0.00377937
         123     1.20164     1.19649  0.00374888
