#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.926359    0.926359           0
           2    0.995196    0.960777   0.0243378
           3     1.06849    0.996682   0.0335064
           4     1.09846     1.02213    0.033423
           5     1.13633     1.04497   0.0336497
           6     1.15322     1.06301   0.0325208
           7     1.13558     1.07338   0.0294811
           8     1.15149     1.08314    0.027365
           9     1.15141     1.09073   0.0253541
          10     1.12669     1.09432   0.0230723
          11     1.16634     1.10087    0.021884
          12     1.20227     1.10932   0.0216302
          13     1.17804     1.11461   0.0206022
          14     1.15317     1.11736   0.0193139
          15     1.12603     1.11794   0.0180349
          16     1.12706     1.11851   0.0169168
          17     1.13917     1.11972   0.0159652
          18     1.17548     1.12282   0.0153759
          19      1.1795      1.1258   0.0148532
          20      1.1631     1.12767   0.0142271
          21     1.14746     1.12861   0.0135808
          22     1.19123     1.13146   0.0132584
          23     1.21547     1.13511   0.0131755
          24     1.19924     1.13778   0.0128946
          25     1.21744     1.14097   0.0127664
          26     1.15674     1.14158   0.0122898
          27     1.16037     1.14227   0.0118543
          28     1.17812     1.14355   0.0114999
          29     1.17551     1.14465    0.011156
          30     1.17608      1.1457   0.0108332
          31     1.14944     1.14582   0.0104845
          32     1.16993     1.14658   0.0101838
          33     1.16914     1.14726  0.00989817
          34     1.15899      1.1476  0.00961306
          35     1.19262     1.14889  0.00942405
          36     1.16453     1.14933  0.00917228
          37     1.18282     1.15023  0.00896893
          38     1.15302      1.1503  0.00873321
          39     1.15165     1.15034  0.00850935
          40     1.12099      1.1496  0.00832819
          41     1.13757     1.14931  0.00813024
          42     1.16086     1.14959  0.00794131
          43     1.17239     1.15012  0.00777432
          44     1.16263      1.1504  0.00760283
          45     1.16294     1.15068  0.00743898
          46     1.14998     1.15066  0.00727727
          47     1.15223      1.1507  0.00712252
          48     1.17402     1.15118  0.00699069
          49      1.2203     1.15259  0.00698889
          50     1.17743     1.15309  0.00686673
          51     1.17353     1.15349  0.00674378
          52     1.17218     1.15385  0.00662366
          53     1.17406     1.15423  0.00650965
          54     1.13142     1.15381  0.00640279
          55     1.11432     1.15309   0.0063265
          56     1.13238     1.15272  0.00622433
          57     1.15665     1.15279  0.00611551
          58     1.16876     1.15307  0.00601627
          59     1.21571     1.15413  0.00600726
          60     1.15582     1.15416   0.0059072
          61      1.1509      1.1541   0.0058106
          62     1.15397      1.1541  0.00571688
          63     1.14999     1.15404  0.00562651
          64      1.1676     1.15425  0.00554259
          65     1.19766     1.15491  0.00549741
          66     1.19047     1.15545  0.00544044
          67     1.17644     1.15577  0.00536826
          68     1.13682     1.15549  0.00529653
          69     1.15052     1.15542  0.00522026
          70     1.15792     1.15545  0.00514581
          71     1.16857     1.15564  0.00507665
          72     1.20891     1.15638  0.00505977
          73     1.14949     1.15628  0.00499134
          74     1.17154     1.15649  0.00492815
          75     1.14125     1.15629  0.00486662
          76     1.14096     1.15608  0.00480677
          77      1.1797     1.15639  0.00475411
          78     1.15773     1.15641  0.00469319
          79     1.12156     1.15597  0.00465447
          80     1.11354     1.15544   0.0046264
          81     1.15946     1.15549  0.00456955
          82     1.12051     1.15506  0.00453369
          83     1.12188     1.15466  0.00449666
          84     1.12754     1.15434   0.0044547
          85     1.16537     1.15447  0.00440418
          86     1.18128     1.15478  0.00436399
          87     1.16521      1.1549  0.00431548
          88     1.14525     1.15479  0.00426783
          89      1.1476     1.15471  0.00422064
          90     1.13364     1.15447  0.00418023
          91      1.1505     1.15443  0.00413452
          92     1.17001      1.1546  0.00409305
          93     1.17986     1.15487  0.00405804
          94     1.17826     1.15512   0.0040225
          95     1.19915     1.15558  0.00400676
          96     1.22301     1.15629  0.00402611
          97     1.21583      1.1569  0.00403113
          98     1.20407     1.15738  0.00401862
          99     1.20379     1.15785  0.00400528
         100     1.18416     1.15811  0.00397386
         101     1.15748     1.15811  0.00393452
         102     1.13371     1.15787  0.00390321
         103      1.1671     1.15796  0.00386635
         104     1.16256       1.158  0.00382942
         105     1.13216     1.15776  0.00380085
         106     1.13311     1.15752   0.0037721
         107      1.1373     1.15733  0.00374158
         108     1.16031     1.15736  0.00370704
         109     1.16458     1.15743  0.00367362
         110     1.14493     1.15731  0.00364198
         111     1.12134     1.15699  0.00362356
         112     1.14006     1.15684  0.00359436
         113     1.13785     1.15667  0.00356648
         114     1.12442     1.15639   0.0035464
         115     1.14496     1.15629  0.00351695
         116      1.1704     1.15641  0.00348873
         117     1.16796     1.15651  0.00346031
         118      1.1462     1.15642  0.00343209
         119     1.14865     1.15636  0.00340387
         120     1.14596     1.15627  0.00337661
         121     1.15972      1.1563  0.00334882
         122     1.17459     1.15645  0.00332473
         123     1.17942     1.15663  0.00330294
         124     1.18661     1.15688  0.00328513
         125     1.20072     1.15723  0.00327752
         126     1.21681      1.1577  0.00328545
         127     1.19763     1.15801  0.00327459
         128     1.17919     1.15818  0.00325319
         129     1.18366     1.15838  0.00323396
         130     1.22629      1.1589    0.003251
         131     1.21396     1.15932  0.00325323
         132     1.22944     1.15985  0.00327167
         133     1.20304     1.16018  0.00326315
         134     1.20089     1.16048  0.00325292
         135     1.18437     1.16066  0.00323363
         136     1.17413     1.16076  0.00321138
         137     1.19518     1.16101  0.00319775
         138     1.18756      1.1612  0.00318036
         139     1.18292     1.16136  0.00316132
         140     1.18472     1.16152  0.00314314
         141     1.16402     1.16154   0.0031209
         142     1.16121     1.16154  0.00309892
         143     1.19357     1.16176  0.00308533
         144     1.18923     1.16195   0.0030698
         145     1.21245      1.1623  0.00306832
         146     1.20404     1.16259  0.00306059
         147      1.1718     1.16265  0.00304041
         148     1.17207     1.16271  0.00302053
         149      1.1681     1.16275  0.00300048
         150     1.16398     1.16276  0.00298049
         151     1.19544     1.16297   0.0029686
         152     1.20513     1.16325  0.00296199
         153     1.17627     1.16334  0.00294386
         154     1.16847     1.16337  0.00292493
         155     1.14806     1.16327  0.00290773
         156      1.1776     1.16336  0.00289054
         157     1.16198     1.16335  0.00287214
         158      1.1573     1.16332  0.00285422
         159     1.15539     1.16327   0.0028367
         160     1.14611     1.16316    0.002821
         161      1.1527     1.16309  0.00280423
         162     1.12871     1.16288  0.00279493
         163     1.14358     1.16276  0.00278029
         164      1.1734     1.16283   0.0027641
         165     1.18766     1.16298  0.00275144
         166     1.19844     1.16319  0.00274315
         167     1.14296     1.16307   0.0027294
         168     1.14065     1.16294  0.00271641
         169     1.14785     1.16285   0.0027018
         170     1.13803      1.1627  0.00268985
         171     1.12359     1.16247  0.00268383
         172     1.13773     1.16233  0.00267208
         173     1.14064      1.1622  0.00265957
         174     1.15779     1.16218  0.00264441
         175     1.17126     1.16223   0.0026298
         176     1.16449     1.16224  0.00261489
         177     1.17064     1.16229  0.00260055
         178     1.16278     1.16229  0.00258594
         179     1.17111     1.16234  0.00257196
         180     1.20752     1.16259  0.00256989
         181     1.18638     1.16273  0.00255905
         182     1.16383     1.16273    0.002545
         183     1.17898     1.16282  0.00253264
         184     1.20083     1.16303  0.00252729
         185     1.20993     1.16328  0.00252631
         186     1.22071     1.16359  0.00253152
         187     1.18446      1.1637  0.00252045
         188     1.15651     1.16366  0.00250733
         189      1.1943     1.16382   0.0024993
         190     1.21983     1.16412  0.00250347
         191     1.22594     1.16444  0.00251119
         192     1.20287     1.16464  0.00250608
         193     1.14979     1.16457  0.00249427
         194      1.1847     1.16467  0.00248358
         195     1.15849     1.16464  0.00247104
         196     1.14327     1.16453  0.00246084
         197     1.15799      1.1645  0.00244857
         198     1.16995     1.16452  0.00243636
         199     1.17933      1.1646  0.00242525
         200     1.15443     1.16455  0.00241366
         201     1.12764     1.16436  0.00240862
         202     1.13942     1.16424  0.00239986
         203     1.12263     1.16404  0.00239678
         204     1.14263     1.16393  0.00238733
         205     1.13909     1.16381  0.00237875
         206       1.151     1.16375  0.00236802
         207     1.15275     1.16369  0.00235718
         208     1.13499     1.16356  0.00234988
         209     1.13683     1.16343  0.00234211
         210     1.14354     1.16333  0.00233287
         211     1.14746     1.16326  0.00232303
         212     1.15503     1.16322   0.0023124
         213     1.15079     1.16316  0.00230228
         214     1.16194     1.16315  0.00229152
         215     1.14878     1.16309  0.00228184
         216     1.15094     1.16303  0.00227197
         217     1.14481     1.16295  0.00226305
         218     1.16591     1.16296  0.00225271
         219     1.17726     1.16303  0.00224337
         220     1.16311     1.16303  0.00223317
         221     1.14094     1.16293   0.0022253
         222     1.12296     1.16275  0.00222255
         223     1.14031     1.16265  0.00221486
         224      1.1468     1.16258   0.0022061
         225     1.15201     1.16253   0.0021968
         226     1.14477     1.16245  0.00218848
         227     1.13404     1.16233  0.00218242
         228     1.17567     1.16238  0.00217363
         229     1.17887     1.16246  0.00216533
         230     1.17743     1.16252   0.0021569
         231     1.20724     1.16271  0.00215623
