#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.936451    0.936451           0
           2     1.00586    0.971155   0.0245397
           3      1.0789     1.00707   0.0335781
           4     1.10871     1.03248   0.0334435
           5     1.14775     1.05553   0.0337791
           6     1.16373     1.07357   0.0326097
           7     1.15448     1.08513   0.0299299
           8     1.15428     1.09377   0.0274087
           9      1.1484     1.09984   0.0250263
          10     1.13411     1.10327   0.0227571
          11     1.17327     1.10963   0.0215598
          12     1.19696     1.11691   0.0209555
          13     1.21314     1.12431   0.0206094
          14     1.20541      1.1301   0.0199348
          15     1.18606     1.13383   0.0189516
          16     1.15207     1.13497   0.0178014
          17     1.17125     1.13711   0.0168817
          18      1.1717     1.13903   0.0160528
          19     1.18339     1.14136   0.0153768
          20     1.21161     1.14488   0.0150037
          21     1.18156     1.14662   0.0143905
          22     1.14398      1.1465   0.0137369
          23     1.16042     1.14711    0.013153
          24     1.20273     1.14943   0.0128075
          25     1.21168     1.15192   0.0125349
          26     1.19753     1.15367   0.0121749
          27     1.19836     1.15533    0.011836
          28     1.18853     1.15651   0.0114725
          29     1.20276     1.15811   0.0111872
          30     1.20725     1.15974   0.0109336
          31     1.17355     1.16019   0.0105899
          32     1.17827     1.16075   0.0102741
          33      1.1612     1.16077  0.00996275
          34     1.15786     1.16068  0.00967009
          35     1.13792     1.16003  0.00941564
          36     1.14074      1.1595  0.00916934
          37     1.16292     1.15959  0.00892199
          38     1.16216     1.15966  0.00868745
          39      1.2171     1.16113  0.00858866
          40     1.21926     1.16258  0.00849599
          41     1.22355     1.16407  0.00841788
          42     1.21709     1.16533  0.00831158
          43     1.20753     1.16631  0.00817603
          44      1.1965       1.167  0.00801895
          45     1.20582     1.16786  0.00788702
          46     1.19742      1.1685  0.00774168
          47     1.20367     1.16925  0.00761304
          48     1.22069     1.17032  0.00752948
          49     1.21115     1.17116  0.00742177
          50     1.22602     1.17225    0.007354
          51     1.19898     1.17278  0.00722845
          52     1.17636     1.17285  0.00708977
          53     1.21672     1.17368  0.00700415
          54     1.19806     1.17413  0.00688899
          55     1.17404     1.17413  0.00676373
          56     1.18361     1.17429  0.00664507
          57     1.17821     1.17436  0.00652884
          58     1.19929     1.17479  0.00643041
          59      1.2094     1.17538  0.00634812
          60     1.19399     1.17569  0.00624989
          61     1.19347     1.17598  0.00615422
          62     1.17659     1.17599  0.00605497
          63     1.18748     1.17617   0.0059616
          64     1.14207     1.17564  0.00589221
          65     1.17452     1.17562  0.00580159
          66      1.1968     1.17594  0.00572255
          67     1.18711     1.17611  0.00563957
          68     1.15458     1.17579  0.00556551
          69     1.13457      1.1752  0.00551683
          70     1.13238     1.17459  0.00547182
          71     1.13872     1.17408  0.00541801
          72     1.15253     1.17378  0.00535103
          73     1.18321     1.17391  0.00527928
          74      1.1744     1.17392  0.00520795
          75     1.15861     1.17371   0.0051425
          76     1.16462     1.17359  0.00507623
          77     1.17601     1.17362   0.0050104
          78     1.15112     1.17334  0.00495447
          79     1.15921     1.17316  0.00489498
          80     1.15425     1.17292  0.00483949
          81     1.15449     1.17269  0.00478509
          82     1.12264     1.17208  0.00476551
          83     1.15152     1.17183  0.00471452
          84     1.17514     1.17187  0.00465856
          85     1.17223     1.17188  0.00460376
          86     1.18571     1.17204  0.00455303
          87     1.19224     1.17227  0.00450662
          88     1.18521     1.17242   0.0044578
