#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.813251    0.813251           0
           2    0.820015    0.816633  0.00239127
           3    0.820977    0.818081  0.00198478
           4    0.821827    0.819017   0.0016952
           5    0.827232     0.82066  0.00199963
           6    0.815425    0.819788  0.00184697
           7    0.820483    0.819887  0.00158579
           8    0.816817    0.819503  0.00143324
           9    0.820515    0.819616  0.00127839
          10    0.816955     0.81935  0.00117792
          11    0.822723    0.819656  0.00111004
          12    0.819419    0.819637  0.00101772
          13     0.81924    0.819606 0.000939888
          14    0.819019    0.819564 0.000873687
          15    0.826896    0.820053 0.000942295
          16    0.823785    0.820286 0.000911819
          17    0.820556    0.820302 0.000858321
          18    0.824115    0.820514 0.000836365
          19    0.828667    0.820943 0.000895685
          20    0.815689     0.82068 0.000888585
          21    0.821441    0.820717 0.000847009
          22     0.82022    0.820694 0.000808809
          23    0.824054     0.82084 0.000786728
          24    0.821198    0.820855 0.000754089
          25    0.826726     0.82109 0.000759609
          26    0.812522     0.82076 0.000798685
          27    0.826229    0.820963 0.000794373
          28    0.822703    0.821025 0.000768429
          29    0.821271    0.821033 0.000741979
          30    0.822522    0.821083 0.000718904
          31    0.820014    0.821049  0.00069654
          32    0.827822     0.82126 0.000706199
          33    0.812922    0.821008   0.0007286
          34    0.816495    0.820875 0.000719157
          35    0.822329    0.820916 0.000699809
          36    0.822895    0.820971 0.000682524
          37    0.823013    0.821027 0.000666303
          38    0.829408    0.821247   0.0006843
          39    0.805468    0.820843 0.000777217
          40    0.829001    0.821046 0.000784095
          41    0.813514    0.820863 0.000786202
          42    0.816668    0.820763 0.000773801
          43      0.8234    0.820824 0.000758231
          44    0.829749    0.821027  0.00076765
          45     0.81501    0.820893 0.000762146
          46    0.820477    0.820884 0.000745632
          47    0.815441    0.820768 0.000738707
          48     0.82686    0.820895 0.000734138
          49    0.810968    0.820693  0.00074659
          50    0.829745    0.820874 0.000753291
          51    0.823621    0.820928 0.000740444
          52    0.819085    0.820892 0.000727052
          53    0.828703     0.82104 0.000728118
          54    0.818058    0.820984 0.000716725
          55    0.829272    0.821135 0.000719358
          56    0.818796    0.821093 0.000707724
          57    0.819334    0.821062 0.000695981
          58    0.820959    0.821061 0.000683983
          59    0.824565     0.82112 0.000674965
          60    0.822653    0.821146 0.000664198
          61    0.817216    0.821081 0.000656427
          62    0.816289    0.821004 0.000650374
          63    0.822379    0.821026 0.000640417
          64    0.823227     0.82106 0.000631333
          65    0.817625    0.821007 0.000623828
          66    0.821999    0.821022 0.000614557
          67    0.819747    0.821003 0.000605679
          68    0.819374    0.820979 0.000597246
          69    0.819661     0.82096 0.000588896
          70    0.828286    0.821065  0.00058971
          71    0.812175     0.82094  0.00059455
          72    0.825666    0.821005 0.000589904
          73    0.823772    0.821043  0.00058304
          74    0.815543    0.820969 0.000579879
          75    0.823308       0.821 0.000572985
          76    0.820247     0.82099 0.000565532
          77    0.823727    0.821026 0.000559303
          78    0.814946    0.820948 0.000557537
          79     0.82169    0.820957 0.000550559
          80    0.824818    0.821005 0.000545788
          81    0.823447    0.821036 0.000539882
          82    0.812546    0.820932 0.000543134
          83    0.824252    0.820972  0.00053806
          84    0.826014    0.821032 0.000534992
          85     0.81983    0.821018 0.000528885
          86    0.821473    0.821023 0.000522761
          87    0.817983    0.820988 0.000517919
          88    0.816147    0.820933 0.000514947
          89    0.825757    0.820987 0.000512006
          90    0.809264    0.820857 0.000522625
          91     0.82633    0.820917 0.000520331
          92    0.828611    0.821001 0.000521352
          93    0.810624    0.820889 0.000527551
          94    0.821433    0.820895  0.00052197
          95    0.818177    0.820867 0.000517259
          96    0.817825    0.820835 0.000512841
          97    0.815382    0.820779 0.000510625
          98    0.824448    0.820816 0.000506785
          99    0.818357    0.820791 0.000502275
         100    0.819288    0.820776 0.000497477
         101     0.82737    0.820841 0.000496817
         102     0.81187    0.820754  0.00049967
         103    0.826672    0.820811 0.000498113
         104    0.821082    0.820814  0.00049333
         105    0.820506    0.820811  0.00048864
         106    0.823743    0.820838 0.000484813
         107    0.821606    0.820846 0.000480335
         108    0.817936    0.820819 0.000476642
         109    0.820114    0.820812 0.000472313
         110    0.833298    0.820926 0.000481466
         111    0.812654    0.820851  0.00048286
         112    0.818524     0.82083 0.000478996
         113    0.821776    0.820839  0.00047483
         114    0.819867     0.82083 0.000470741
         115    0.822225    0.820842 0.000466804
         116    0.818397    0.820821 0.000463256
         117     0.81792    0.820796 0.000459959
         118    0.823995    0.820824  0.00045686
         119    0.814641    0.820772 0.000455965
         120     0.82171    0.820779 0.000452232
         121    0.819979    0.820773 0.000448543
         122    0.816102    0.820734 0.000446497
         123    0.824229    0.820763  0.00044377
         124    0.824101     0.82079 0.000441007
         125    0.815535    0.820748 0.000439478
         126    0.829385    0.820816 0.000441304
         127    0.813337    0.820757 0.000441742
         128    0.821954    0.820767 0.000438389
         129    0.818334    0.820748 0.000435397
         130    0.820279    0.820744 0.000432062
         131    0.823765    0.820767 0.000429379
         132    0.821706    0.820775 0.000426185
         133    0.817081    0.820747 0.000423884
         134      0.8254    0.820781 0.000422141
         135    0.810022    0.820702 0.000426471
         136    0.832841    0.820791 0.000432575
         137    0.814807    0.820747 0.000431617
         138     0.82354    0.820768 0.000428963
         139    0.817589    0.820745 0.000426486
         140    0.824706    0.820773 0.000424377
         141    0.814004    0.820725 0.000424074
         142    0.823034    0.820741   0.0004214
         143    0.816054    0.820708 0.000419726
         144    0.827162    0.820753 0.000419197
         145    0.813278    0.820702 0.000419464
         146    0.823538    0.820721 0.000417041
         147    0.820853    0.820722 0.000414204
         148    0.821228    0.820725  0.00041142
         149    0.815338    0.820689 0.000410245
         150    0.818352    0.820674 0.000407805
         151    0.820655    0.820674 0.000405105
         152    0.828027    0.820722 0.000405318
         153    0.808893    0.820645 0.000409976
         154    0.826005    0.820679 0.000408788
         155    0.813547    0.820633 0.000408733
         156    0.827082    0.820675 0.000408198
         157     0.82081    0.820676 0.000405599
         158    0.814211    0.820635  0.00040509
         159    0.827896     0.82068 0.000405108
         160    0.822055    0.820689 0.000402667
         161    0.809681    0.820621 0.000405929
         162    0.821002    0.820623 0.000403431
         163    0.819479    0.820616 0.000401017
         164    0.824432    0.820639 0.000399246
         165    0.810716    0.820579  0.00040133
         166    0.824961    0.820606  0.00039978
         167    0.826108    0.820638 0.000398741
         168     0.81082     0.82058 0.000400628
         169    0.815575     0.82055  0.00039935
         170    0.829974    0.820606  0.00040083
         171    0.818616    0.820594 0.000398655
         172    0.816213    0.820569  0.00039715
         173    0.820051    0.820566 0.000394866
         174    0.822274    0.820576 0.000392718
