#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.792129    0.792129           0
           2    0.799584    0.795857  0.00263594
           3    0.799847    0.797187  0.00206581
           4     0.80026    0.797955  0.00168617
           5    0.803211    0.799006  0.00164432
           6    0.802733    0.799627  0.00148296
           7     0.79349    0.798751  0.00150819
           8    0.800736    0.798999  0.00133993
           9    0.800947    0.799215  0.00120842
          10     0.80413    0.799707  0.00118331
          11     0.78568    0.798432  0.00162339
          12    0.807594    0.799195  0.00165797
          13    0.797042     0.79903  0.00153868
          14    0.804477    0.799419  0.00147716
          15    0.800285    0.799476  0.00137981
          16    0.795726    0.799242  0.00131333
          17    0.801565    0.799379  0.00124316
          18    0.795266     0.79915  0.00119491
          19    0.799833    0.799186  0.00113256
          20    0.808338    0.799644  0.00116471
          21    0.790987    0.799232  0.00117995
          22    0.801595    0.799339  0.00113119
          23    0.806034     0.79963  0.00111883
          24    0.796813    0.799513  0.00107835
          25    0.798015    0.799453  0.00103688
          26    0.795184    0.799289  0.00100991
          27    0.811924    0.799757  0.00107548
          28    0.794068    0.799553  0.00105609
          29    0.798202    0.799507   0.0010207
          30    0.795111     0.79936 0.000997137
          31     0.79957    0.799367 0.000964995
          32    0.800913    0.799415 0.000936047
          33    0.799054    0.799404 0.000907746
          34     0.80529    0.799577   0.0008974
          35    0.799617    0.799579 0.000871761
          36    0.793877     0.79942 0.000861814
          37    0.789695    0.799157 0.000877689
          38    0.799241     0.79916 0.000854594
          39    0.805223    0.799315 0.000846705
          40    0.798023    0.799283 0.000826154
          41    0.801392    0.799334 0.000807604
          42    0.794584    0.799221 0.000796254
          43    0.798434    0.799203 0.000777947
          44    0.798906    0.799196 0.000760296
          45    0.797848    0.799166  0.00074399
          46    0.799417    0.799172 0.000727836
          47    0.798659    0.799161 0.000712432
          48    0.807204    0.799328 0.000717025
          49    0.794643    0.799233 0.000708739
          50    0.807662    0.799401 0.000714332
          51    0.799651    0.799406 0.000700342
          52    0.802207     0.79946 0.000688942
          53    0.788792    0.799259 0.000704734
          54    0.803263    0.799333 0.000695574
          55     0.79449    0.799245 0.000688479
          56    0.796961    0.799204 0.000677392
          57    0.804064    0.799289 0.000670852
          58    0.793689    0.799193 0.000666197
          59     0.80492     0.79929 0.000661939
          60    0.805464    0.799393 0.000658858
          61     0.79862     0.79938 0.000648179
          62    0.796266     0.79933 0.000639667
          63     0.80014    0.799343 0.000629643
          64    0.792935    0.799242 0.000627715
          65    0.807788    0.799374 0.000631674
          66    0.796605    0.799332 0.000623495
          67    0.801953    0.799371 0.000615415
          68     0.79715    0.799338 0.000607231
          69    0.793392    0.799252 0.000604516
          70    0.804617    0.799329 0.000600719
          71    0.796637    0.799291 0.000593454
          72    0.796484    0.799252 0.000586491
          73    0.794736     0.79919  0.00058171
          74    0.800906    0.799213 0.000574311
          75    0.800041    0.799224 0.000566759
          76    0.794711    0.799165 0.000562405
          77    0.797621    0.799145 0.000555458
          78     0.80344      0.7992 0.000551059
          79    0.793551    0.799128 0.000548704
          80    0.802767    0.799174 0.000543727
          81    0.801132    0.799198 0.000537551
          82    0.798171    0.799186 0.000531142
          83    0.798586    0.799178 0.000524792
          84     0.80087    0.799198 0.000518931
          85    0.797556    0.799179 0.000513185
          86    0.805566    0.799253 0.000512564
          87    0.799135    0.799252 0.000506674
          88     0.80119    0.799274 0.000501395
          89    0.798427    0.799265 0.000495851
          90    0.797996     0.79925 0.000490542
          91    0.805348    0.799317 0.000489706
          92    0.801321    0.799339 0.000484867
          93    0.800029    0.799347  0.00047971
          94    0.804586    0.799402 0.000477834
          95    0.802796    0.799438 0.000474138
          96    0.797898    0.799422 0.000469471
          97    0.797925    0.799407 0.000464884
          98     0.78927    0.799303 0.000471507
          99    0.811775    0.799429 0.000483281
         100    0.792876    0.799364  0.00048287
         101    0.805741    0.799427   0.0004822
         102    0.799679    0.799429 0.000477479
         103    0.799952    0.799434  0.00047287
         104    0.804595    0.799484 0.000470919
         105    0.785241    0.799348 0.000485579
         106    0.804935    0.799401 0.000483849
         107    0.793358    0.799345 0.000482612
         108    0.810147    0.799445 0.000488398
         109    0.792162    0.799378 0.000488466
         110    0.801385    0.799396 0.000484366
         111    0.800547    0.799406 0.000480114
         112    0.799959    0.799411 0.000475852
         113    0.807192     0.79948 0.000476597
         114    0.797868    0.799466 0.000472626
         115    0.798856    0.799461 0.000468546
         116    0.791214     0.79939 0.000469869
         117     0.80621    0.799448 0.000469455
         118    0.792549    0.799389 0.000469103
         119     0.79535    0.799356 0.000466388
         120    0.799729    0.799359 0.000462511
         121    0.802762    0.799387 0.000459544
         122    0.798111    0.799376 0.000455896
         123    0.809145    0.799456 0.000459055
         124    0.799949     0.79946  0.00045537
         125    0.791539    0.799396 0.000456114
         126    0.800431    0.799405 0.000452568
         127    0.789765    0.799329 0.000455326
         128    0.802776    0.799356 0.000452564
         129    0.797331     0.79934 0.000449328
         130    0.797578    0.799326 0.000446076
         131    0.797495    0.799312  0.00044289
         132    0.800449    0.799321 0.000439618
         133    0.797549    0.799308 0.000436515
         134    0.802004    0.799328 0.000433721
         135    0.798688    0.799323 0.000430534
         136    0.797073    0.799306 0.000427686
         137    0.801655    0.799324 0.000424907
         138    0.796658    0.799304 0.000422267
         139    0.804151    0.799339 0.000420666
         140    0.796102    0.799316 0.000418296
         141    0.803184    0.799344 0.000416228
         142    0.795496    0.799316 0.000414178
         143    0.803437    0.799345 0.000412283
         144    0.798148    0.799337 0.000409503
         145    0.804876    0.799375 0.000408457
         146    0.798514    0.799369 0.000405702
         147    0.793635     0.79933 0.000404813
         148    0.799542    0.799332 0.000402081
         149    0.794563      0.7993 0.000400654
         150    0.814375      0.7994 0.000410394
