#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1    0.797408    0.797408           0
           2    0.804704    0.801056  0.00257955
           3    0.805077    0.802396  0.00203838
           4    0.805526    0.803178  0.00167225
           5    0.809696    0.804482  0.00177452
           6    0.804317    0.804454  0.00147898
           7    0.801183    0.803987   0.0013395
           8    0.806472    0.804298  0.00120755
           9    0.803963    0.804261  0.00107395
          10    0.809717    0.804806  0.00109643
          11    0.802762     0.80462  0.00101238
          12    0.809073    0.804991 0.000993691
          13    0.805964    0.805066 0.000920063
          14    0.805624    0.805106 0.000855206
          15    0.807396    0.805259 0.000811707
          16    0.800141    0.804939 0.000821586
          17    0.804126    0.804891 0.000774649
          18    0.809412    0.805142 0.000771258
          19    0.805941    0.805184 0.000731811
          20    0.804889    0.805169 0.000695369
          21    0.811611    0.805476 0.000726774
          22    0.798516     0.80516 0.000759475
          23    0.798079    0.804852 0.000786378
          24    0.803599      0.8048 0.000755343
          25    0.808285    0.804939 0.000737881
          26    0.794761    0.804548 0.000806696
          27    0.810908    0.804783 0.000810487
          28    0.804851    0.804786 0.000781545
          29    0.799181    0.804592 0.000778124
          30    0.815395    0.804953 0.000831344
          31    0.793648    0.804588 0.000880877
          32    0.813206    0.804857 0.000893572
          33    0.801398    0.804752 0.000872621
          34    0.800103    0.804616 0.000857603
          35    0.810471    0.804783 0.000849263
          36     0.80596    0.804816 0.000826302
          37    0.801479    0.804725 0.000808876
          38    0.803985    0.804706 0.000787825
          39    0.807636    0.804781 0.000771199
          40    0.801014    0.804687 0.000757649
          41    0.813848     0.80491 0.000771412
          42     0.79842    0.804756 0.000768369
          43    0.807364    0.804816 0.000752891
          44    0.812463     0.80499  0.00075557
          45    0.792164    0.804705 0.000790716
          46    0.814593     0.80492 0.000802214
          47     0.80203    0.804859   0.0007875
          48    0.799242    0.804742 0.000779738
          49     0.81058    0.804861 0.000772876
          50    0.803728    0.804838 0.000757751
          51    0.800001    0.804743 0.000748804
          52    0.799106    0.804635 0.000742209
          53     0.81039    0.804743 0.000736104
          54    0.808403    0.804811 0.000725586
          55    0.803144    0.804781 0.000713027
          56    0.810677    0.804886 0.000708026
          57    0.803123    0.804855  0.00069628
          58    0.804076    0.804842 0.000684404
          59    0.802711    0.804806 0.000673757
          60    0.811398    0.804916 0.000671427
          61    0.798902    0.804817 0.000667618
          62    0.804471    0.804811 0.000656873
          63    0.803925    0.804797 0.000646597
          64    0.801964    0.804753 0.000638008
          65    0.810273    0.804838  0.00063382
          66    0.799445    0.804756 0.000629462
          67    0.805056    0.804761 0.000620083
          68    0.797758    0.804658 0.000619457
          69    0.808984    0.804721 0.000613644
          70    0.807174    0.804756 0.000605878
          71    0.805059     0.80476  0.00059736
          72    0.803406    0.804741 0.000589359
          73    0.805619    0.804753 0.000581408
          74    0.793073    0.804595  0.00059459
          75    0.811742    0.804691 0.000594248
          76    0.810592    0.804768  0.00059148
          77    0.800998    0.804719 0.000585821
          78    0.808763    0.804771   0.0005806
          79    0.796723    0.804669  0.00058212
          80    0.805306    0.804677 0.000574898
          81    0.805277    0.804685 0.000567849
