# DISTANCE:		AVE_GOFR:	 ERROR:
           0           0           0
           1           0           0
           2           0           0
           3           0           0
           4           0           0
           5           0           0
           6           0           0
           7           0           0
           8           0           0
           9           0           0
          10           0           0
          11           0           0
          12           0           0
          13           0           0
          14           0           0
          15           0           0
          16           0           0
          17           0           0
          18           0           0
          19           0           0
          20           0           0
          21           0           0
          22           0           0
          23           0           0
          24           0           0
          25           0           0
          26           0           0
          27           0           0
          28           0           0
          29           0           0
          30           0           0
          31           0           0
          32           0           0
          33           0           0
          34           0           0
          35           0           0
          36           0           0
          37           0           0
          38           0           0
          39           0           0
          40           0           0
          41           0           0
          42           0           0
          43           0           0
          44           0           0
          45           0           0
          46           0           0
          47           0           0
          48           0           0
          49           0           0
          50           0           0
          51           0           0
          52           0           0
          53           0           0
          54           0           0
          55           0           0
          56           0           0
          57           0           0
          58           0           0
          59           0           0
          60           0           0
          61           0           0
          62           0           0
          63           0           0
          64           0           0
          65           0           0
          66           0           0
          67           0           0
          68           0           0
          69           0           0
          70           0           0
          71           0           0
          72           0           0
          73           0           0
          74           0           0
          75           0           0
          76           0           0
          77           0           0
          78           0           0
          79           0           0
          80           0           0
          81           0           0
          82           0           0
          83           0           0
          84           0           0
          85           0           0
          86           0           0
          87           0           0
          88           0           0
          89           0           0
          90           0           0
          91           0           0
          92           0           0
          93           0           0
          94           0           0
          95           0           0
          96           0           0
          97           0           0
          98           0           0
          99           0           0
         100           0           0
         101           0           0
         102           0           0
         103           0           0
         104           0           0
         105           0           0
         106           0           0
         107           0           0
         108           0           0
         109           0           0
         110           0           0
         111           0           0
         112           0           0
         113           0           0
         114           0           0
         115           0           0
         116           0           0
         117           0           0
         118           0           0
         119           0           0
         120           0           0
         121           0           0
         122           0           0
         123           0           0
         124           0           0
         125           0           0
         126           0           0
         127           0           0
         128           0           0
         129           0           0
         130           0           0
         131           0           0
         132           0           0
         133           0           0
         134           0           0
         135           0           0
         136           0           0
         137           0           0
         138           0           0
         139           0           0
         140           0           0
         141           0           0
         142           0           0
         143           0           0
         144           0           0
         145           0           0
         146           0           0
         147           0           0
         148           0           0
         149           0           0
         150           0           0
         151           0           0
         152           0           0
         153           0           0
         154           0           0
         155           0           0
         156           0           0
         157           0           0
         158           0           0
         159           0           0
         160           0           0
         161           0           0
         162           0           0
         163           0           0
         164           0           0
         165           0           0
         166           0           0
         167           0           0
         168           0           0
         169           0           0
         170           0           0
         171           0           0
         172           0           0
         173           0           0
         174           0           0
         175           0           0
         176           0           0
         177           0           0
         178           0           0
         179           0           0
         180           0           0
         181           0           0
         182           0           0
         183           0           0
         184           0           0
         185           0           0
         186           0           0
         187           0           0
         188           0           0
         189           0           0
         190           0           0
         191           0           0
         192           0           0
         193           0           0
         194           0           0
         195           0           0
         196           0           0
         197           0           0
         198           0           0
         199           0           0
         200           0           0
         201           0           0
         202           0           0
         203           0           0
         204           0           0
         205           0           0
         206           0           0
         207           0           0
         208           0           0
         209           0           0
         210           0           0
         211           0           0
         212           0           0
         213           0           0
         214           0           0
         215           0           0
         216           0           0
         217           0           0
         218           0           0
         219           0           0
         220           0           0
         221           0           0
         222           0           0
         223           0           0
         224           0           0
         225           0           0
         226           0           0
         227           0           0
         228           0           0
         229           0           0
         230           0           0
         231           0           0
         232           0           0
         233           0           0
         234           0           0
         235           0           0
         236           0           0
         237           0           0
         238           0           0
         239           0           0
         240           0           0
         241           0           0
         242           0           0
         243           0           0
         244           0           0
         245           0           0
         246           0           0
         247           0           0
         248           0           0
         249           0           0
         250           0           0
         251           0           0
         252           0           0
         253           0           0
         254           0           0
         255           0           0
         256           0           0
         257           0           0
         258           0           0
         259           0           0
         260           0           0
         261           0           0
         262           0           0
         263           0           0
         264           0           0
         265           0           0
         266           0           0
         267           0           0
         268           0           0
         269           0           0
         270           0           0
         271           0           0
         272           0           0
         273           0           0
         274           0           0
         275           0           0
         276           0           0
         277           0           0
         278           0           0
         279           0           0
         280           0           0
         281           0           0
         282           0           0
         283           0           0
         284           0           0
         285           0           0
         286           0           0
         287           0           0
         288           0           0
         289           0           0
         290           0           0
         291           0           0
         292           0           0
         293           0           0
         294           0           0
         295           0           0
         296           0           0
         297           0           0
         298           0           0
         299           0           0
         300           0           0
         301           0           0
         302           0           0
         303           0           0
         304           0           0
         305           0           0
         306           0           0
         307           0           0
         308           0           0
         309           0           0
         310           0           0
         311           0           0
         312           0           0
         313           0           0
         314           0           0
         315           0           0
         316           0           0
         317           0           0
         318           0           0
         319           0           0
         320           0           0
         321           0           0
         322           0           0
         323           0           0
         324           0           0
         325           0           0
         326           0           0
         327           0           0
         328           0           0
         329           0           0
         330 1.99871e-06 1.99871e-06
         331           0           0
         332           0           0
         333 3.92582e-06 2.77597e-06
         334           0           0
         335 9.69789e-06 4.33701e-06
         336 1.15684e-05 4.72275e-06
         337 2.29999e-05 6.63942e-06
         338 4.38231e-05 9.13753e-06
         339 5.87184e-05 1.05458e-05
         340 6.59062e-05 1.11398e-05
         341 0.000232131 2.08434e-05
         342 0.000219611 2.02144e-05
         343 0.000412614 2.76245e-05
         344 0.000592338 3.29991e-05
         345 0.000974818 4.22807e-05
         346  0.00123468 4.73506e-05
         347  0.00193087 5.90207e-05
         348  0.00282219 7.11138e-05
         349  0.00387487 8.32699e-05
         350  0.00543976 9.82131e-05
         351  0.00730486   0.0001135
         352  0.00987264 0.000131669
         353   0.0131957 0.000151955
         354   0.0171101 0.000172337
         355   0.0219494  0.00019464
         356    0.028074 0.000219629
         357   0.0358296 0.000247467
         358   0.0449252 0.000276308
         359   0.0553788  0.00030586
         360   0.0677652 0.000337255
         361   0.0831781 0.000372577
         362   0.0987142 0.000405239
         363    0.119113 0.000443045
         364    0.138254 0.000476366
         365    0.165502 0.000520787
         366    0.193094 0.000560496
         367    0.222236 0.000600036
         368    0.257234 0.000643775
         369      0.2931 0.000683938
         370    0.332584  0.00072678
         371     0.37643 0.000769548
         372    0.420764 0.000811383
         373    0.470343 0.000855854
         374    0.523142 0.000900075
         375     0.57728 0.000943637
         376    0.631716 0.000983053
         377     0.69687  0.00102904
         378    0.757623  0.00107106
         379    0.821214  0.00111048
         380    0.886276  0.00115214
         381     0.95482  0.00119091
         382     1.01847  0.00122847
         383     1.08939   0.0012659
         384     1.16812  0.00130948
         385      1.2307  0.00133792
         386     1.30307  0.00137426
         387     1.37135  0.00140583
         388     1.44349  0.00143757
         389     1.51276  0.00146877
         390     1.57685  0.00149019
         391     1.64279  0.00152351
         392     1.70976  0.00154479
         393     1.77605  0.00157211
         394      1.8417  0.00159768
         395     1.90004  0.00161852
         396     1.95413  0.00163973
         397     2.00995  0.00165523
         398     2.06534  0.00167462
         399     2.11322  0.00168843
         400      2.1616  0.00170138
         401     2.21076  0.00171815
         402     2.25108  0.00173237
         403     2.29105   0.0017413
