# BEST DISTANCE:
     4         21.9075
     8         19.5967
    12         17.8576
    16         13.5138
    20         12.8538
    24         11.9449
    28         9.32561
    32         8.16837
    36         7.49657
    40         6.56127
    44         6.46424
    48         6.41975
    52         6.41445
    56         6.29307
    60         6.29307
    64         6.23132
    68         6.23132
    72         6.23132
    76         6.23132
    80         6.23132
    84         6.23132
    88         6.23132
    92         6.23132
    96         6.23132
   100         6.23132
   104         6.22886
   108         6.23132
   112         6.23132
   116         6.23132
   120         6.23132
   124         6.22886
   128         6.22886
   132         6.22886
   136         6.22886
   140         6.23132
   144         6.22886
   148         6.22886
   152         6.22886
   156         6.23132
   160         6.23132
   164         6.22886
   168         6.22886
   172         6.22886
   176         6.23132
   180         6.22886
   184         6.23132
   188         6.22886
   192         6.22886
   196         6.23132
   200         6.23132
   204         6.23132
   208         6.23132
   212         6.23132
   216         6.22886
   220         6.23132
   224         6.23132
   228         6.22886
   232         6.22886
   236         6.22886
   240         6.22886
   244         6.22886
   248         6.22886
   252         6.22886
   256         6.22886
   260         6.22886
   264         6.22886
   268         6.22886
   272         6.22886
   276         6.22886
   280         6.22886
   284         6.22886
   288         6.22886
   292         6.22886
   296         6.22886
   300         6.22886
   304         6.22886
   308         6.22886
   312         6.22886
   316         6.23132
   320         6.22886
   324         6.22886
   328         6.22886
   332         6.22886
   336         6.22886
   340         6.22886
   344         6.22886
   348         6.22886
   352         6.22886
   356         6.22886
   360         6.22886
   364         6.22886
   368         6.22886
   372         6.22886
   376         6.22886
   380         6.22886
   384         6.22886
   388         6.22886
   392         6.22886
   396         6.22886
   400         6.22886
   404         6.22886
   408         6.22886
   412         6.22886
   416         6.22886
   420         6.22886
   424         6.22886
   428         6.22886
   432         6.22886
   436         6.22886
   440         6.22886
   444         6.22886
   448         6.22886
   452         6.22886
   456         6.22886
   460         6.22886
   464         6.22886
   468         6.22886
   472         6.22886
   476         6.22886
   480         6.22886
   484         6.22886
   488         6.22886
   492         6.22886
   496         6.22886
